Gene	Name	Type	Chr	Start	End
gene:Solyc03g115420.2	gene:Solyc03g115420.2	protein_coding	3	66623728	66625778
gene:Solyc03g115440.2	gene:Solyc03g115440.2	protein_coding	3	66630511	66632672
gene:Solyc03g115450.1	gene:Solyc03g115450.1	protein_coding	3	66640017	66641354
gene:Solyc03g115460.2	gene:Solyc03g115460.2	protein_coding	3	66644168	66646507
gene:Solyc03g115470.3	gene:Solyc03g115470.3	protein_coding	3	66648461	66653155
gene:Solyc03g115480.1	gene:Solyc03g115480.1	protein_coding	3	66654433	66654821
gene:Solyc03g115490.1	gene:Solyc03g115490.1	protein_coding	3	66655215	66655481
gene:Solyc03g115500.3	gene:Solyc03g115500.3	protein_coding	3	66655935	66661037
gene:Solyc03g115510.2	gene:Solyc03g115510.2	protein_coding	3	66663970	66673592
gene:Solyc03g115530.3	gene:Solyc03g115530.3	protein_coding	3	66671825	66690660
gene:Solyc03g115540.2	gene:Solyc03g115540.2	protein_coding	3	66696169	66698412
gene:Solyc03g115560.3	gene:Solyc03g115560.3	protein_coding	3	66702768	66721872
gene:Solyc03g115570.1	gene:Solyc03g115570.1	protein_coding	3	66719383	66721158
gene:Solyc03g115580.3	gene:Solyc03g115580.3	protein_coding	3	66722268	66723531
gene:Solyc03g115590.3	gene:Solyc03g115590.3	protein_coding	3	66724743	66728720
gene:Solyc03g115600.3	gene:Solyc03g115600.3	protein_coding	3	66737893	66740823
gene:Solyc03g115610.3	gene:Solyc03g115610.3	protein_coding	3	66741855	66745837
gene:Solyc03g115620.2	gene:Solyc03g115620.2	protein_coding	3	66756121	66759264
gene:Solyc03g115630.3	gene:Solyc03g115630.3	protein_coding	3	66761111	66769488
gene:Solyc03g115650.3	gene:Solyc03g115650.3	protein_coding	3	66771853	66774683
gene:Solyc03g115680.3	gene:Solyc03g115680.3	protein_coding	3	66784924	66810156
gene:Solyc03g115690.1	gene:Solyc03g115690.1	protein_coding	3	66814204	66815202
gene:Solyc03g115700.3	gene:Solyc03g115700.3	protein_coding	3	66824354	66833144
gene:Solyc03g115710.1	gene:Solyc03g115710.1	protein_coding	3	66829496	66832039
gene:Solyc03g115720.3	gene:Solyc03g115720.3	protein_coding	3	66833284	66842367
gene:Solyc03g115730.3	gene:Solyc03g115730.3	protein_coding	3	66847005	66848377
gene:Solyc03g115740.2	gene:Solyc03g115740.2	protein_coding	3	66848562	66852709
gene:Solyc03g115750.1	gene:Solyc03g115750.1	protein_coding	3	66854027	66855754
gene:Solyc03g115760.3	gene:Solyc03g115760.3	protein_coding	3	66857180	66863036
gene:Solyc03g115770.3	gene:Solyc03g115770.3	protein_coding	3	66861942	66868697
gene:Solyc03g115780.2	gene:Solyc03g115780.2	protein_coding	3	66871708	66876301
gene:Solyc03g115790.1	gene:Solyc03g115790.1	protein_coding	3	66876641	66878299
gene:Solyc03g115800.1	gene:Solyc03g115800.1	protein_coding	3	66878668	66879948
gene:Solyc03g115810.3	gene:Solyc03g115810.3	protein_coding	3	66882543	66894561
gene:Solyc03g115820.3	gene:Solyc03g115820.3	protein_coding	3	66890188	66900652
gene:Solyc03g115830.2	gene:Solyc03g115830.2	protein_coding	3	66905481	66907488
gene:Solyc03g115840.3	gene:Solyc03g115840.3	protein_coding	3	66907819	66911074
gene:Solyc03g115843.1	gene:Solyc03g115843.1	protein_coding	3	66911789	66912431
gene:Solyc03g115845.1	gene:Solyc03g115845.1	protein_coding	3	66920125	66921098
gene:Solyc03g115847.1	gene:Solyc03g115847.1	protein_coding	3	66921371	66923549
gene:Solyc03g115850.3	gene:Solyc03g115850.3	protein_coding	3	66934672	66936754
gene:Solyc03g115860.3	gene:Solyc03g115860.3	protein_coding	3	66945208	66949536
gene:ENSRNA050028316	gene:ENSRNA050028316	tRNA	3	66951541	66951614
gene:Solyc03g115870.3	gene:Solyc03g115870.3	protein_coding	3	66953812	66957875
gene:Solyc03g115880.1	gene:Solyc03g115880.1	protein_coding	3	66963079	66963300
gene:ENSRNA050029714	gene:ENSRNA050029714	snoRNA	3	66963492	66963575
gene:ENSRNA050029711	gene:ENSRNA050029711	snoRNA	3	66963662	66963751
gene:Solyc03g115890.3	gene:Solyc03g115890.3	protein_coding	3	66971756	66973347
gene:Solyc03g115900.3	gene:Solyc03g115900.3	protein_coding	3	66975845	66977885
gene:Solyc03g115910.2	gene:Solyc03g115910.2	protein_coding	3	66977317	66980757
gene:Solyc03g115920.3	gene:Solyc03g115920.3	protein_coding	3	66984355	66985411
gene:Solyc03g115930.2	gene:Solyc03g115930.2	protein_coding	3	66986689	66996466
gene:Solyc03g115940.3	gene:Solyc03g115940.3	protein_coding	3	66996434	67000627
gene:Solyc03g115950.3	gene:Solyc03g115950.3	protein_coding	3	67010679	67012444
gene:Solyc03g115960.3	gene:Solyc03g115960.3	protein_coding	3	67012723	67014443
gene:Solyc03g115970.2	gene:Solyc03g115970.2	protein_coding	3	67014499	67016656
gene:Solyc03g115980.1	gene:Solyc03g115980.1	protein_coding	3	67020176	67021570
gene:Solyc03g115990.2	gene:Solyc03g115990.2	protein_coding	3	67022506	67026947
gene:Solyc03g116000.1	gene:Solyc03g116000.1	protein_coding	3	67027748	67029613
gene:Solyc03g116010.2	gene:Solyc03g116010.2	protein_coding	3	67031134	67032454
gene:Solyc03g116020.3	gene:Solyc03g116020.3	protein_coding	3	67033855	67035602
gene:Solyc03g116030.3	gene:Solyc03g116030.3	protein_coding	3	67039480	67045759
gene:Solyc03g116060.3	gene:Solyc03g116060.3	protein_coding	3	67043180	67058370
gene:Solyc03g116063.1	gene:Solyc03g116063.1	protein_coding	3	67052659	67054212
gene:Solyc03g116067.1	gene:Solyc03g116067.1	protein_coding	3	67055208	67058370
gene:Solyc03g116070.1	gene:Solyc03g116070.1	protein_coding	3	67069675	67069926
gene:Solyc03g116090.2	gene:Solyc03g116090.2	protein_coding	3	67093232	67094163
gene:Solyc03g116100.3	gene:Solyc03g116100.3	protein_coding	3	67093755	67095619
gene:Solyc03g116110.3	gene:Solyc03g116110.3	protein_coding	3	67106273	67110790
gene:Solyc03g116120.2	gene:Solyc03g116120.2	protein_coding	3	67112952	67115019
gene:Solyc03g116130.2	gene:Solyc03g116130.2	protein_coding	3	67115901	67118879
gene:ENSRNA050028315	gene:ENSRNA050028315	tRNA	3	67118858	67118938
gene:Solyc03g116140.3	gene:Solyc03g116140.3	protein_coding	3	67119608	67124055
gene:Solyc03g116150.3	gene:Solyc03g116150.3	protein_coding	3	67126066	67135313
gene:Solyc03g116170.3	gene:Solyc03g116170.3	nontranslating_CDS	3	67140252	67146185
gene:Solyc03g116190.1	gene:Solyc03g116190.1	protein_coding	3	67176064	67176432
gene:Solyc03g116200.2	gene:Solyc03g116200.2	protein_coding	3	67187102	67187254
gene:Solyc03g116220.1	gene:Solyc03g116220.1	protein_coding	3	67202473	67202634
gene:Solyc03g116225.1	gene:Solyc03g116225.1	protein_coding	3	67202555	67203310
gene:Solyc03g116230.3	gene:Solyc03g116230.3	protein_coding	3	67208366	67209342
gene:Solyc03g116240.3	gene:Solyc03g116240.3	nontranslating_CDS	3	67218204	67220907
gene:Solyc03g116243.1	gene:Solyc03g116243.1	protein_coding	3	67223048	67225091
gene:Solyc03g116245.1	gene:Solyc03g116245.1	protein_coding	3	67225259	67229052
gene:Solyc03g116247.1	gene:Solyc03g116247.1	protein_coding	3	67230047	67237208
gene:Solyc03g116250.2	gene:Solyc03g116250.2	protein_coding	3	67238437	67239190
gene:Solyc03g116260.3	gene:Solyc03g116260.3	protein_coding	3	67247654	67249317
gene:Solyc03g116270.3	gene:Solyc03g116270.3	protein_coding	3	67249414	67251675
gene:Solyc03g116280.3	gene:Solyc03g116280.3	protein_coding	3	67251841	67252905
gene:Solyc03g116290.2	gene:Solyc03g116290.2	protein_coding	3	67253086	67256019
gene:Solyc03g116295.1	gene:Solyc03g116295.1	protein_coding	3	67262112	67267509
gene:Solyc03g116320.3	gene:Solyc03g116320.3	protein_coding	3	67286719	67288285
gene:Solyc03g116330.3	gene:Solyc03g116330.3	protein_coding	3	67298934	67304285
gene:Solyc03g116335.1	gene:Solyc03g116335.1	protein_coding	3	67304624	67305688
gene:Solyc03g116340.3	gene:Solyc03g116340.3	protein_coding	3	67305883	67309101
gene:Solyc03g116350.3	gene:Solyc03g116350.3	protein_coding	3	67310925	67313462
gene:Solyc03g116360.2	gene:Solyc03g116360.2	protein_coding	3	67314193	67326037
gene:Solyc03g116370.3	gene:Solyc03g116370.3	protein_coding	3	67326854	67331278
gene:Solyc03g116380.3	gene:Solyc03g116380.3	protein_coding	3	67334142	67341042
gene:Solyc03g116390.3	gene:Solyc03g116390.3	protein_coding	3	67342006	67342705
gene:Solyc03g116410.2	gene:Solyc03g116410.2	protein_coding	3	67343350	67351348
gene:Solyc03g116420.1	gene:Solyc03g116420.1	protein_coding	3	67352617	67353846
gene:Solyc03g116430.2	gene:Solyc03g116430.2	protein_coding	3	67354407	67354892
gene:Solyc03g116440.2	gene:Solyc03g116440.2	protein_coding	3	67359031	67362336
gene:Solyc03g116450.1	gene:Solyc03g116450.1	protein_coding	3	67362863	67363465
gene:Solyc03g116460.3	gene:Solyc03g116460.3	protein_coding	3	67364333	67366964
gene:Solyc03g116465.1	gene:Solyc03g116465.1	protein_coding	3	67367045	67367721
gene:Solyc03g116470.2	gene:Solyc03g116470.2	protein_coding	3	67368140	67369256
gene:Solyc03g116480.1	gene:Solyc03g116480.1	protein_coding	3	67372238	67373344
gene:Solyc03g116490.1	gene:Solyc03g116490.1	protein_coding	3	67378612	67378983
gene:Solyc03g116500.3	gene:Solyc03g116500.3	protein_coding	3	67384351	67389209
gene:Solyc03g116510.1	gene:Solyc03g116510.1	protein_coding	3	67391192	67391473
gene:Solyc03g116520.1	gene:Solyc03g116520.1	protein_coding	3	67392856	67393110
gene:Solyc03g116530.3	gene:Solyc03g116530.3	protein_coding	3	67397153	67398567
gene:Solyc03g116540.1	gene:Solyc03g116540.1	protein_coding	3	67402635	67404128
gene:Solyc03g116550.3	gene:Solyc03g116550.3	protein_coding	3	67406665	67414654
gene:Solyc03g116560.1	gene:Solyc03g116560.1	protein_coding	3	67411351	67413795
gene:Solyc03g116570.3	gene:Solyc03g116570.3	protein_coding	3	67414982	67417346
gene:Solyc03g116580.3	gene:Solyc03g116580.3	protein_coding	3	67417834	67424207
gene:Solyc03g116600.3	gene:Solyc03g116600.3	protein_coding	3	67425455	67429322
gene:Solyc03g116610.3	gene:Solyc03g116610.3	protein_coding	3	67436259	67437234
gene:Solyc03g116620.3	gene:Solyc03g116620.3	protein_coding	3	67443697	67448628
gene:Solyc03g116630.3	gene:Solyc03g116630.3	protein_coding	3	67449923	67451194
gene:Solyc03g116640.3	gene:Solyc03g116640.3	protein_coding	3	67453673	67459052
gene:Solyc03g116650.2	gene:Solyc03g116650.2	protein_coding	3	67460239	67461553
gene:Solyc03g116660.3	gene:Solyc03g116660.3	protein_coding	3	67462474	67467284
gene:Solyc03g116680.3	gene:Solyc03g116680.3	protein_coding	3	67467770	67473729
gene:Solyc03g116690.3	gene:Solyc03g116690.3	protein_coding	3	67474610	67475483
gene:Solyc03g116700.3	gene:Solyc03g116700.3	protein_coding	3	67477035	67477829
gene:Solyc03g116710.3	gene:Solyc03g116710.3	protein_coding	3	67484641	67485631
gene:Solyc03g116720.2	gene:Solyc03g116720.2	protein_coding	3	67491109	67493534
gene:Solyc03g116725.1	gene:Solyc03g116725.1	protein_coding	3	67493172	67494748
gene:Solyc03g116730.3	gene:Solyc03g116730.3	protein_coding	3	67501201	67505043
gene:Solyc03g116740.3	gene:Solyc03g116740.3	protein_coding	3	67508964	67512066
gene:Solyc03g116750.3	gene:Solyc03g116750.3	protein_coding	3	67513987	67525804
gene:Solyc03g116760.3	gene:Solyc03g116760.3	protein_coding	3	67530733	67535659
gene:Solyc03g116770.3	gene:Solyc03g116770.3	protein_coding	3	67539444	67540689
gene:Solyc03g116790.3	gene:Solyc03g116790.3	protein_coding	3	67542206	67557909
gene:Solyc03g116795.1	gene:Solyc03g116795.1	protein_coding	3	67551548	67556627
gene:Solyc03g116800.3	gene:Solyc03g116800.3	protein_coding	3	67557301	67557791
gene:Solyc03g116810.3	gene:Solyc03g116810.3	protein_coding	3	67558316	67565670
gene:Solyc03g116815.1	gene:Solyc03g116815.1	protein_coding	3	67559872	67560513
gene:Solyc03g116820.3	gene:Solyc03g116820.3	protein_coding	3	67564655	67567600
gene:Solyc03g116830.3	gene:Solyc03g116830.3	protein_coding	3	67567838	67584775
gene:Solyc03g116840.2	gene:Solyc03g116840.2	protein_coding	3	67586839	67589761
gene:Solyc03g116843.1	gene:Solyc03g116843.1	protein_coding	3	67590044	67592302
gene:Solyc03g116847.1	gene:Solyc03g116847.1	protein_coding	3	67592358	67597135
gene:Solyc03g116850.3	gene:Solyc03g116850.3	protein_coding	3	67593531	67598352
gene:Solyc03g116860.3	gene:Solyc03g116860.3	protein_coding	3	67602103	67604681
gene:Solyc03g116870.3	gene:Solyc03g116870.3	protein_coding	3	67610843	67613520
gene:Solyc03g116880.3	gene:Solyc03g116880.3	protein_coding	3	67616404	67623128
gene:Solyc03g116890.3	gene:Solyc03g116890.3	protein_coding	3	67623408	67626540
gene:Solyc03g116900.3	gene:Solyc03g116900.3	protein_coding	3	67650010	67659122
gene:Solyc03g116910.3	gene:Solyc03g116910.3	protein_coding	3	67661568	67664398
gene:Solyc03g116920.2	gene:Solyc03g116920.2	protein_coding	3	67669853	67680891
gene:Solyc03g116930.3	gene:Solyc03g116930.3	protein_coding	3	67683788	67697392
gene:Solyc03g116935.1	gene:Solyc03g116935.1	protein_coding	3	67695611	67697096
gene:Solyc03g116940.2	gene:Solyc03g116940.2	protein_coding	3	67705171	67712984
gene:Solyc03g116950.2	gene:Solyc03g116950.2	protein_coding	3	67713514	67716874
gene:Solyc03g116960.3	gene:Solyc03g116960.3	protein_coding	3	67717997	67721117
gene:Solyc03g116970.2	gene:Solyc03g116970.2	protein_coding	3	67725950	67731044
gene:Solyc03g116975.1	gene:Solyc03g116975.1	protein_coding	3	67732137	67735083
gene:Solyc03g116990.1	gene:Solyc03g116990.1	protein_coding	3	67741459	67741788
gene:Solyc03g117000.3	gene:Solyc03g117000.3	protein_coding	3	67742831	67754006
gene:Solyc03g117010.3	gene:Solyc03g117010.3	protein_coding	3	67754428	67767402
gene:Solyc03g117020.3	gene:Solyc03g117020.3	protein_coding	3	67771912	67776438
gene:Solyc03g117030.2	gene:Solyc03g117030.2	protein_coding	3	67778353	67779330
gene:Solyc03g117040.3	gene:Solyc03g117040.3	protein_coding	3	67781827	67788505
gene:Solyc03g117050.3	gene:Solyc03g117050.3	protein_coding	3	67799260	67812968
gene:Solyc03g117055.1	gene:Solyc03g117055.1	protein_coding	3	67801274	67804751
gene:Solyc03g117060.3	gene:Solyc03g117060.3	protein_coding	3	67802729	67809702
gene:Solyc03g117070.1	gene:Solyc03g117070.1	protein_coding	3	67818941	67819630
gene:Solyc03g117080.3	gene:Solyc03g117080.3	protein_coding	3	67823561	67826529
gene:Solyc03g117090.3	gene:Solyc03g117090.3	protein_coding	3	67826757	67832412
gene:Solyc03g117100.3	gene:Solyc03g117100.3	protein_coding	3	67835105	67837157
gene:Solyc03g117110.3	gene:Solyc03g117110.3	protein_coding	3	67843071	67848592
gene:Solyc03g117120.3	gene:Solyc03g117120.3	protein_coding	3	67850301	67858082
gene:Solyc03g117130.3	gene:Solyc03g117130.3	protein_coding	3	67861837	67862812
gene:Solyc03g117150.3	gene:Solyc03g117150.3	protein_coding	3	67867392	67875242
gene:Solyc03g117160.3	gene:Solyc03g117160.3	protein_coding	3	67871424	67875242
gene:Solyc03g117180.3	gene:Solyc03g117180.3	protein_coding	3	67875749	67879942
gene:Solyc03g117190.1	gene:Solyc03g117190.1	protein_coding	3	67884309	67885592
gene:Solyc03g117200.3	gene:Solyc03g117200.3	protein_coding	3	67888277	67890350
gene:Solyc03g117210.3	gene:Solyc03g117210.3	protein_coding	3	67892479	67896486
gene:Solyc03g117220.1	gene:Solyc03g117220.1	protein_coding	3	67903840	67904217
gene:Solyc03g117230.1	gene:Solyc03g117230.1	protein_coding	3	67911955	67912713
gene:Solyc03g117240.1	gene:Solyc03g117240.1	protein_coding	3	67919605	67919937
gene:Solyc03g117245.1	gene:Solyc03g117245.1	protein_coding	3	67920406	67920586
gene:Solyc03g117250.3	gene:Solyc03g117250.3	protein_coding	3	67921515	67923442
gene:Solyc03g117260.2	gene:Solyc03g117260.2	protein_coding	3	67921596	67928527
gene:Solyc03g117270.1	gene:Solyc03g117270.1	protein_coding	3	67931799	67933070
gene:Solyc03g117280.3	gene:Solyc03g117280.3	protein_coding	3	67943005	67947630
gene:Solyc03g117300.3	gene:Solyc03g117300.3	protein_coding	3	67956127	67962413
gene:Solyc03g117310.1	gene:Solyc03g117310.1	protein_coding	3	67963074	67963706
gene:Solyc03g117320.3	gene:Solyc03g117320.3	protein_coding	3	67964395	67969372
gene:Solyc03g117330.3	gene:Solyc03g117330.3	protein_coding	3	67968672	67979373
gene:Solyc03g117340.1	gene:Solyc03g117340.1	protein_coding	3	67974712	67975257
gene:Solyc03g117350.1	gene:Solyc03g117350.1	protein_coding	3	67980083	67981501
gene:Solyc03g117360.3	gene:Solyc03g117360.3	protein_coding	3	68004321	68014843
gene:Solyc03g117365.1	gene:Solyc03g117365.1	protein_coding	3	68014866	68018168
gene:Solyc03g117370.3	gene:Solyc03g117370.3	protein_coding	3	68015749	68023776
gene:Solyc03g117380.3	gene:Solyc03g117380.3	protein_coding	3	68023892	68028869
gene:Solyc03g117390.2	gene:Solyc03g117390.2	protein_coding	3	68030400	68034772
gene:Solyc03g117420.3	gene:Solyc03g117420.3	protein_coding	3	68033366	68053906
gene:Solyc03g117425.1	gene:Solyc03g117425.1	protein_coding	3	68034803	68035945
gene:Solyc03g117400.3	gene:Solyc03g117400.3	protein_coding	3	68036694	68039249
gene:Solyc03g117440.3	gene:Solyc03g117440.3	protein_coding	3	68083876	68095309
gene:Solyc03g117450.2	gene:Solyc03g117450.2	protein_coding	3	68095857	68099040
gene:Solyc03g117480.3	gene:Solyc03g117480.3	protein_coding	3	68099605	68113304
gene:Solyc03g117490.3	gene:Solyc03g117490.3	protein_coding	3	68122060	68125071
gene:Solyc03g117500.1	gene:Solyc03g117500.1	protein_coding	3	68129643	68130149
gene:Solyc03g117510.3	gene:Solyc03g117510.3	protein_coding	3	68133508	68138845
gene:Solyc03g117520.2	gene:Solyc03g117520.2	protein_coding	3	68141540	68144136
gene:Solyc03g117530.1	gene:Solyc03g117530.1	protein_coding	3	68145619	68146527
gene:Solyc03g117540.3	gene:Solyc03g117540.3	protein_coding	3	68148349	68161250
gene:Solyc03g117543.1	gene:Solyc03g117543.1	protein_coding	3	68161293	68162934
gene:Solyc03g117547.1	gene:Solyc03g117547.1	protein_coding	3	68163005	68169775
gene:Solyc03g117550.1	gene:Solyc03g117550.1	protein_coding	3	68174163	68176265
gene:Solyc03g117560.3	gene:Solyc03g117560.3	protein_coding	3	68178894	68179763
gene:Solyc03g117580.3	gene:Solyc03g117580.3	protein_coding	3	68178894	68187682
gene:Solyc03g117570.3	gene:Solyc03g117570.3	protein_coding	3	68180422	68183833
gene:Solyc03g117590.3	gene:Solyc03g117590.3	protein_coding	3	68185183	68187739
gene:Solyc03g117600.3	gene:Solyc03g117600.3	protein_coding	3	68199927	68210868
gene:Solyc03g117610.1	gene:Solyc03g117610.1	protein_coding	3	68205703	68206083
gene:Solyc03g117620.3	gene:Solyc03g117620.3	protein_coding	3	68206544	68207548
gene:Solyc03g117630.1	gene:Solyc03g117630.1	protein_coding	3	68208808	68210772
gene:Solyc03g117640.1	gene:Solyc03g117640.1	protein_coding	3	68213968	68215185
gene:Solyc03g117650.3	gene:Solyc03g117650.3	protein_coding	3	68218614	68222854
gene:Solyc03g117660.3	gene:Solyc03g117660.3	protein_coding	3	68224077	68231711
gene:Solyc03g117680.3	gene:Solyc03g117680.3	protein_coding	3	68234116	68235009
gene:Solyc03g117670.3	gene:Solyc03g117670.3	protein_coding	3	68234191	68234806
gene:Solyc03g117675.1	gene:Solyc03g117675.1	protein_coding	3	68235406	68238896
gene:Solyc03g117700.2	gene:Solyc03g117700.2	protein_coding	3	68246123	68251652
gene:Solyc03g117690.3	gene:Solyc03g117690.3	protein_coding	3	68247870	68249798
gene:Solyc03g117710.2	gene:Solyc03g117710.2	protein_coding	3	68251947	68253906
gene:Solyc03g117720.3	gene:Solyc03g117720.3	protein_coding	3	68259122	68263665
gene:Solyc03g117730.3	gene:Solyc03g117730.3	protein_coding	3	68263736	68267351
gene:Solyc03g117740.3	gene:Solyc03g117740.3	protein_coding	3	68270995	68274723
gene:Solyc03g117750.3	gene:Solyc03g117750.3	protein_coding	3	68274333	68278547
gene:Solyc03g117760.3	gene:Solyc03g117760.3	protein_coding	3	68280363	68283469
gene:Solyc03g117770.3	gene:Solyc03g117770.3	protein_coding	3	68285538	68290757
gene:Solyc03g117790.2	gene:Solyc03g117790.2	protein_coding	3	68291116	68305207
gene:Solyc03g117800.3	gene:Solyc03g117800.3	protein_coding	3	68314300	68318649
gene:Solyc03g117810.3	gene:Solyc03g117810.3	protein_coding	3	68317822	68321266
gene:Solyc03g117820.1	gene:Solyc03g117820.1	protein_coding	3	68323336	68324592
gene:Solyc03g117830.1	gene:Solyc03g117830.1	protein_coding	3	68328030	68328209
gene:Solyc03g117840.3	gene:Solyc03g117840.3	protein_coding	3	68330666	68333450
gene:Solyc03g117850.3	gene:Solyc03g117850.3	protein_coding	3	68351995	68361712
gene:Solyc03g117870.3	gene:Solyc03g117870.3	protein_coding	3	68362526	68368800
gene:Solyc03g117880.1	gene:Solyc03g117880.1	protein_coding	3	68372395	68372649
gene:Solyc03g117890.3	gene:Solyc03g117890.3	protein_coding	3	68380030	68384233
gene:Solyc03g117900.3	gene:Solyc03g117900.3	protein_coding	3	68386595	68389925
gene:Solyc03g117920.2	gene:Solyc03g117920.2	protein_coding	3	68390653	68394726
gene:Solyc03g117930.3	gene:Solyc03g117930.3	protein_coding	3	68395451	68402993
gene:Solyc03g117940.3	gene:Solyc03g117940.3	protein_coding	3	68404074	68408100
gene:Solyc03g117950.3	gene:Solyc03g117950.3	protein_coding	3	68408218	68414680
gene:Solyc03g117960.3	gene:Solyc03g117960.3	protein_coding	3	68417831	68427768
gene:Solyc03g117970.3	gene:Solyc03g117970.3	protein_coding	3	68432175	68441736
gene:Solyc03g117980.3	gene:Solyc03g117980.3	protein_coding	3	68456981	68462916
gene:Solyc03g117990.1	gene:Solyc03g117990.1	protein_coding	3	68465140	68470947
gene:Solyc03g118000.1	gene:Solyc03g118000.1	protein_coding	3	68471751	68472635
gene:Solyc03g118010.3	gene:Solyc03g118010.3	protein_coding	3	68475666	68481810
gene:Solyc03g118020.3	gene:Solyc03g118020.3	protein_coding	3	68489904	68508190
gene:Solyc03g118040.3	gene:Solyc03g118040.3	protein_coding	3	68508840	68528417
gene:ENSRNA050029710	gene:ENSRNA050029710	pre_miRNA	3	68514652	68514760
gene:ENSRNA050029724	gene:ENSRNA050029724	pre_miRNA	3	68519445	68519539
gene:Solyc03g118060.3	gene:Solyc03g118060.3	protein_coding	3	68528501	68529796
gene:Solyc03g118070.3	gene:Solyc03g118070.3	protein_coding	3	68532161	68541564
gene:Solyc03g118080.3	gene:Solyc03g118080.3	protein_coding	3	68539673	68541268
gene:ENSRNA050028314	gene:ENSRNA050028314	tRNA	3	68541358	68541439
gene:Solyc03g118090.3	gene:Solyc03g118090.3	protein_coding	3	68544603	68549895
gene:Solyc03g118100.3	gene:Solyc03g118100.3	protein_coding	3	68556343	68558587
gene:Solyc03g118110.3	gene:Solyc03g118110.3	protein_coding	3	68558108	68563148
gene:Solyc03g118120.3	gene:Solyc03g118120.3	protein_coding	3	68563605	68564718
gene:Solyc03g118130.3	gene:Solyc03g118130.3	protein_coding	3	68565673	68567507
gene:Solyc03g118140.3	gene:Solyc03g118140.3	protein_coding	3	68583214	68585348
gene:Solyc03g118150.3	gene:Solyc03g118150.3	protein_coding	3	68587335	68590109
gene:Solyc03g118160.2	gene:Solyc03g118160.2	protein_coding	3	68592023	68598192
gene:Solyc03g118170.3	gene:Solyc03g118170.3	protein_coding	3	68594650	68600991
gene:Solyc03g118175.1	gene:Solyc03g118175.1	protein_coding	3	68604088	68608621
gene:Solyc03g118180.3	gene:Solyc03g118180.3	protein_coding	3	68604088	68612596
gene:Solyc03g118190.3	gene:Solyc03g118190.3	protein_coding	3	68617787	68618649
gene:Solyc03g118200.3	gene:Solyc03g118200.3	protein_coding	3	68619340	68629711
gene:Solyc03g118220.2	gene:Solyc03g118220.2	protein_coding	3	68631707	68638310
gene:Solyc03g118225.1	gene:Solyc03g118225.1	protein_coding	3	68632001	68633328
gene:ENSRNA050029705	gene:ENSRNA050029705	snRNA	3	68642658	68642808
gene:Solyc03g118230.2	gene:Solyc03g118230.2	protein_coding	3	68643468	68644620
gene:Solyc03g118240.3	gene:Solyc03g118240.3	protein_coding	3	68645245	68647471
gene:Solyc03g118250.3	gene:Solyc03g118250.3	protein_coding	3	68648404	68654139
gene:Solyc03g118260.2	gene:Solyc03g118260.2	protein_coding	3	68654875	68670755
gene:Solyc03g118270.1	gene:Solyc03g118270.1	protein_coding	3	68671584	68672675
gene:Solyc03g118280.1	gene:Solyc03g118280.1	protein_coding	3	68674044	68677151
gene:Solyc03g118290.3	gene:Solyc03g118290.3	protein_coding	3	68699930	68706881
gene:Solyc03g118300.1	gene:Solyc03g118300.1	protein_coding	3	68707047	68707316
gene:Solyc03g118310.3	gene:Solyc03g118310.3	protein_coding	3	68708626	68713161
gene:Solyc03g118320.1	gene:Solyc03g118320.1	protein_coding	3	68719726	68721477
gene:Solyc03g118325.1	gene:Solyc03g118325.1	protein_coding	3	68722122	68722569
gene:Solyc03g118330.2	gene:Solyc03g118330.2	protein_coding	3	68722611	68723176
gene:Solyc03g118333.1	gene:Solyc03g118333.1	protein_coding	3	68723627	68724264
gene:Solyc03g118337.1	gene:Solyc03g118337.1	protein_coding	3	68724553	68724852
gene:Solyc03g118340.3	gene:Solyc03g118340.3	protein_coding	3	68729723	68735897
gene:Solyc03g118350.3	gene:Solyc03g118350.3	protein_coding	3	68736918	68740997
gene:Solyc03g118355.1	gene:Solyc03g118355.1	protein_coding	3	68741631	68744626
gene:Solyc03g118360.2	gene:Solyc03g118360.2	protein_coding	3	68746490	68747356
gene:Solyc03g118370.3	gene:Solyc03g118370.3	protein_coding	3	68750063	68754180
gene:Solyc03g118380.2	gene:Solyc03g118380.2	protein_coding	3	68756763	68757305
gene:Solyc03g118390.3	gene:Solyc03g118390.3	protein_coding	3	68762455	68771870
gene:Solyc03g118400.1	gene:Solyc03g118400.1	protein_coding	3	68775849	68776061
gene:Solyc03g118410.3	gene:Solyc03g118410.3	protein_coding	3	68779017	68780797
gene:Solyc03g118420.3	gene:Solyc03g118420.3	protein_coding	3	68782434	68783411
gene:Solyc03g118425.1	gene:Solyc03g118425.1	protein_coding	3	68782434	68786923
gene:Solyc03g118430.3	gene:Solyc03g118430.3	protein_coding	3	68787719	68805083
gene:Solyc03g118440.2	gene:Solyc03g118440.2	protein_coding	3	68805827	68807846
gene:Solyc03g118450.1	gene:Solyc03g118450.1	protein_coding	3	68808975	68809196
gene:Solyc03g118455.1	gene:Solyc03g118455.1	protein_coding	3	68810507	68811050
gene:Solyc03g118470.3	gene:Solyc03g118470.3	protein_coding	3	68814951	68817296
gene:Solyc03g118480.3	gene:Solyc03g118480.3	protein_coding	3	68820170	68822968
gene:Solyc03g118490.3	gene:Solyc03g118490.3	protein_coding	3	68823456	68825637
