Gene	Name	Type	Chr	Start	End
gene:AT2G38255	AT2G38255-201	protein_coding	2	16022334	16024854
gene:AT2G38270	CXIP2-201	protein_coding	2	16031185	16033169
gene:AT2G38280	FAC1-202	protein_coding	2	16033292	16038972
gene:AT2G38280	FAC1-201	protein_coding	2	16033292	16038972
gene:AT2G38290	AMT2-201	protein_coding	2	16039430	16042521
gene:AT2G38290	AMT2-202	protein_coding	2	16039479	16042383
gene:AT2G38300	AT2G38300-201	protein_coding	2	16043948	16046015
gene:AT2G38310	PYL4-201	protein_coding	2	16049918	16051356
gene:AT2G08945	AT2G08945-201	lncRNA	2	16051529	16051733
gene:AT2G08950	AT2G08950-201	lncRNA	2	16052331	16052941
gene:AT2G38320	TBL34-201	protein_coding	2	16055289	16057983
gene:AT2G38320	TBL34-202	protein_coding	2	16055289	16058014
gene:AT2G38325	ath-MIR390a-201	miRNA	2	16061954	16062060
gene:AT2G08955	AT2G08955-201	lncRNA	2	16063206	16063973
gene:AT2G38330	AT2G38330-201	protein_coding	2	16064503	16067437
gene:AT2G38340	DREB19-201	protein_coding	2	16067396	16068615
gene:AT2G08960	AT2G08960-201	lncRNA	2	16067894	16068098
gene:AT2G38350	AT2G38350-201	protein_coding	2	16068341	16069308
gene:AT2G38360	PRA1.B4-201	protein_coding	2	16069386	16070664
gene:AT2G38365	AT2G38365-201	protein_coding	2	16070881	16072007
gene:AT2G38370	AT2G38370-201	protein_coding	2	16071979	16074576
gene:AT2G38370	AT2G38370-202	protein_coding	2	16071979	16074917
gene:AT2G38380	AT2G38380-201	protein_coding	2	16076289	16078781
gene:AT2G38390	AT2G38390-201	protein_coding	2	16079679	16081671
gene:AT2G38400	AGT3-201	protein_coding	2	16083645	16086453
gene:AT2G38400	AGT3-202	protein_coding	2	16083691	16086159
gene:AT2G38410	AT2G38410-201	protein_coding	2	16086514	16090274
gene:AT2G38420	AT2G38420-201	protein_coding	2	16091030	16092681
gene:AT2G38430	AT2G38430-201	protein_coding	2	16092742	16095311
gene:AT2G38440	SCAR2-201	protein_coding	2	16095235	16101221
gene:AT2G38450	AT2G38450-202	protein_coding	2	16101926	16102998
gene:AT2G38450	AT2G38450-201	protein_coding	2	16101926	16102998
gene:AT2G38460	IREG1-204	protein_coding	2	16103164	16106177
gene:AT2G38460	IREG1-201	protein_coding	2	16103164	16106177
gene:AT2G38460	IREG1-202	protein_coding	2	16103164	16106177
gene:AT2G38460	IREG1-203	protein_coding	2	16103164	16106177
gene:AT2G38460	IREG1-205	protein_coding	2	16103196	16106177
gene:AT2G38460	IREG1-206	protein_coding	2	16103226	16106177
gene:AT2G38460	IREG1-207	protein_coding	2	16103227	16106208
gene:AT2G38460	IREG1-208	protein_coding	2	16103231	16106177
gene:AT2G38465	AT2G38465-201	protein_coding	2	16106210	16106935
gene:AT2G38470	WRKY33-201	protein_coding	2	16108235	16110766
gene:AT2G08965	AT2G08965-201	lncRNA	2	16108698	16108969
gene:AT2G38480	AT2G38480-201	protein_coding	2	16110741	16111911
gene:AT2G38490	CIPK22-201	protein_coding	2	16113909	16115204
gene:AT2G38500	AT2G38500-201	protein_coding	2	16117395	16119187
gene:AT2G38510	AT2G38510-201	protein_coding	2	16123985	16125535
gene:AT2G38530	LTP2-201	protein_coding	2	16128176	16129399
gene:AT2G38540	LP1-201	protein_coding	2	16130290	16131240
gene:AT2G38550	AT2G38550-201	protein_coding	2	16131730	16134429
gene:AT2G38560	TFIIS-201	protein_coding	2	16134543	16136695
gene:AT2G38570	AT2G38570-201	protein_coding	2	16136689	16138886
gene:AT2G38570	AT2G38570-202	protein_coding	2	16137231	16138886
gene:AT2G38580	AT2G38580-201	protein_coding	2	16138570	16142657
gene:AT2G38580	AT2G38580-202	protein_coding	2	16138838	16142607
gene:AT2G38580	AT2G38580-203	protein_coding	2	16138838	16142627
gene:AT2G38590	AT2G38590-201	protein_coding	2	16142897	16144184
gene:AT2G08970	AT2G08970-201	lncRNA	2	16145437	16145684
gene:AT2G38600	AT2G38600-202	protein_coding	2	16145630	16147144
gene:AT2G38600	AT2G38600-201	protein_coding	2	16145630	16147144
gene:AT2G38610	AT2G38610-201	protein_coding	2	16147106	16149934
gene:AT2G38610	AT2G38610-202	protein_coding	2	16147113	16149873
gene:AT2G38620	CDKB1%3B2-202	protein_coding	2	16152473	16154086
gene:AT2G38620	CDKB1%3B2-201	protein_coding	2	16152473	16154086
gene:AT2G38620	CDKB1%3B2-203	protein_coding	2	16152505	16154024
gene:AT2G38620	CDKB1%3B2-204	protein_coding	2	16152517	16154086
gene:AT2G38630	AT2G38630-201	protein_coding	2	16153806	16156579
gene:AT2G38630	AT2G38630-202	protein_coding	2	16154067	16156579
gene:AT2G38630	AT2G38630-203	protein_coding	2	16154067	16156608
gene:AT2G38640	AT2G38640-201	protein_coding	2	16157521	16158660
gene:AT2G08975	AT2G08975-201	lncRNA	2	16160108	16160431
gene:AT2G38646	AT2G38646-201	protein_coding	2	16160564	16160809
gene:AT2G38650	GAUT7-201	protein_coding	2	16161455	16165876
gene:AT2G38650	GAUT7-202	protein_coding	2	16161464	16165796
gene:AT2G38650	GAUT7-203	protein_coding	2	16161466	16165775
gene:AT2G38660	AT2G38660-201	protein_coding	2	16165921	16167293
gene:AT2G38660	AT2G38660-202	protein_coding	2	16165921	16168628
gene:AT2G38660	AT2G38660-203	protein_coding	2	16165921	16168628
gene:AT2G38660	AT2G38660-204	protein_coding	2	16165952	16168386
gene:AT2G38660	AT2G38660-206	protein_coding	2	16165952	16168567
gene:AT2G38660	AT2G38660-205	protein_coding	2	16165952	16168567
gene:AT2G38660	AT2G38660-207	protein_coding	2	16165952	16168567
gene:AT2G38660	AT2G38660-208	protein_coding	2	16165958	16168386
gene:AT2G38670	PECT1-201	protein_coding	2	16168712	16171918
gene:AT2G38680	AT2G38680-201	protein_coding	2	16174001	16176172
gene:AT2G38690	AT2G38690-201	protein_coding	2	16176631	16177754
gene:AT2G38695	AT2G38695-201	protein_coding	2	16177872	16180403
gene:AT2G38695	AT2G38695-202	protein_coding	2	16177898	16180415
gene:AT2G38695	AT2G38695-203	protein_coding	2	16177930	16179255
gene:AT2G38695	AT2G38695-204	protein_coding	2	16177946	16180403
gene:AT2G38700	MVD1-201	protein_coding	2	16180503	16184074
gene:AT2G38710	AT2G38710-201	protein_coding	2	16184259	16187273
gene:AT2G38710	AT2G38710-202	protein_coding	2	16184259	16187273
gene:AT2G38710	AT2G38710-203	protein_coding	2	16184259	16187273
gene:AT2G38710	AT2G38710-204	protein_coding	2	16184369	16187138
gene:AT2G38720	MAP65-5-201	protein_coding	2	16188047	16192102
gene:AT2G38730	AT2G38730-201	protein_coding	2	16192325	16194172
gene:AT2G38740	AT2G38740-201	protein_coding	2	16194326	16196183
gene:AT2G38750	ANNAT4-201	protein_coding	2	16196265	16198577
gene:AT2G38750	ANNAT4-202	protein_coding	2	16196265	16198832
gene:AT2G38760	ANNAT3-201	protein_coding	2	16200944	16202669
gene:AT2G38770	EMB2765-201	protein_coding	2	16202942	16210428
gene:AT2G38780	AT2G38780-201	protein_coding	2	16210816	16215313
gene:AT2G38780	AT2G38780-202	protein_coding	2	16210825	16215360
gene:AT2G38780	AT2G38780-203	protein_coding	2	16210825	16215360
gene:AT2G38780	AT2G38780-205	protein_coding	2	16210831	16215521
gene:AT2G38780	AT2G38780-206	protein_coding	2	16210831	16215521
gene:AT2G38780	AT2G38780-204	protein_coding	2	16210831	16215521
gene:AT2G38780	AT2G38780-208	protein_coding	2	16210836	16215439
gene:AT2G38780	AT2G38780-207	protein_coding	2	16210836	16215439
gene:AT2G38780	AT2G38780-209	protein_coding	2	16210839	16215364
gene:AT2G38780	AT2G38780-210	protein_coding	2	16210839	16215364
gene:AT2G38780	AT2G38780-211	protein_coding	2	16210857	16215235
gene:AT2G38780	AT2G38780-212	protein_coding	2	16210857	16215258
gene:AT2G38780	AT2G38780-213	protein_coding	2	16210857	16215258
gene:AT2G38790	AT2G38790-201	protein_coding	2	16214189	16215264
gene:AT2G38800	araport11	protein_coding	2	16216752	16219159
gene:AT2G38810	HTA8-201	protein_coding	2	16219220	16220923
gene:AT2G38810	HTA8-203	protein_coding	2	16219269	16220928
gene:AT2G38810	HTA8-202	protein_coding	2	16219269	16220928
gene:AT2G38810	HTA8-204	protein_coding	2	16219285	16220882
gene:AT2G38820	AT2G38820-201	protein_coding	2	16221815	16223746
gene:AT2G38820	AT2G38820-202	protein_coding	2	16221821	16223743
gene:AT2G38823	AT2G38823-201	protein_coding	2	16223997	16225507
gene:AT2G38830	AT2G38830-201	protein_coding	2	16225777	16226872
gene:AT2G38840	AT2G38840-201	protein_coding	2	16227051	16232522
gene:AT2G38840	AT2G38840-202	protein_coding	2	16228694	16232493
gene:AT2G38860	YLS5-201	protein_coding	2	16232859	16235367
gene:AT2G38860	YLS5-202	protein_coding	2	16233315	16235234
gene:AT2G38860	YLS5-203	protein_coding	2	16233315	16235235
gene:AT2G38870	AT2G38870-201	protein_coding	2	16236257	16237280
gene:AT2G38880	NF-YB1-201	protein_coding	2	16238401	16240755
gene:AT2G38880	NF-YB1-202	protein_coding	2	16238401	16240815
gene:AT2G38880	NF-YB1-203	protein_coding	2	16238401	16240815
gene:AT2G38880	NF-YB1-205	protein_coding	2	16238401	16240883
gene:AT2G38880	NF-YB1-206	protein_coding	2	16238401	16240883
gene:AT2G38880	NF-YB1-204	protein_coding	2	16238401	16240883
gene:AT2G38880	NF-YB1-207	protein_coding	2	16238447	16239943
gene:AT2G38880	NF-YB1-208	protein_coding	2	16238489	16240613
gene:AT2G38880	NF-YB1-210	protein_coding	2	16238492	16240781
gene:AT2G38880	NF-YB1-209	protein_coding	2	16238492	16240781
gene:AT2G38880	NF-YB1-211	protein_coding	2	16238492	16240838
gene:AT2G08980	AT2G08980-201	lncRNA	2	16240917	16241117
gene:AT2G38890	AT2G38890-201	protein_coding	2	16241077	16242917
gene:AT2G38890	AT2G38890-202	protein_coding	2	16241189	16242917
gene:AT2G38890	AT2G38890-204	protein_coding	2	16241234	16242917
gene:AT2G38890	AT2G38890-203	protein_coding	2	16241234	16242917
gene:AT2G38900	AT2G38900-202	protein_coding	2	16243215	16244175
gene:AT2G38900	AT2G38900-201	protein_coding	2	16243215	16244175
gene:AT2G38905	AT2G38905-201	protein_coding	2	16244061	16244531
gene:AT2G38910	CPK20-201	protein_coding	2	16244906	16247855
gene:AT2G38920	AT2G38920-203	protein_coding	2	16248146	16251002
gene:AT2G38920	AT2G38920-202	protein_coding	2	16248146	16251002
gene:AT2G38920	AT2G38920-201	protein_coding	2	16248146	16251002
gene:AT2G38920	AT2G38920-204	protein_coding	2	16248146	16251017
gene:AT2G38920	AT2G38920-205	protein_coding	2	16248146	16251017
gene:AT2G38920	AT2G38920-206	protein_coding	2	16248146	16251017
gene:AT2G38940	PHT1%3B4-201	protein_coding	2	16257157	16260253
gene:AT2G38950	AT2G38950-201	protein_coding	2	16260803	16265270
gene:AT2G38960	ERO2-201	protein_coding	2	16265286	16268218
gene:AT2G38960	ERO2-202	protein_coding	2	16265399	16268334
gene:AT2G38960	ERO2-203	protein_coding	2	16265455	16267792
gene:AT2G08985	AT2G08985-201	lncRNA	2	16269224	16269506
gene:AT2G38970	AT2G38970-201	protein_coding	2	16273897	16276872
gene:AT2G38995	AT2G38995-203	protein_coding	2	16281959	16284869
gene:AT2G38995	AT2G38995-201	protein_coding	2	16281959	16284869
gene:AT2G38995	AT2G38995-202	protein_coding	2	16281959	16284869
gene:AT2G38995	AT2G38995-204	protein_coding	2	16282039	16284872
gene:AT2G39000	AT2G39000-201	protein_coding	2	16286212	16287990
gene:AT2G39000	AT2G39000-202	protein_coding	2	16286225	16288262
gene:AT2G39000	AT2G39000-203	protein_coding	2	16286336	16287967
gene:AT2G39000	AT2G39000-204	protein_coding	2	16286339	16287970
gene:AT2G08990	AT2G08990-201	lncRNA	2	16289180	16289567
gene:AT2G39010	PIP2E-201	protein_coding	2	16291280	16294101
gene:AT2G39010	PIP2E-202	protein_coding	2	16291280	16294101
gene:AT2G39020	AT2G39020-201	protein_coding	2	16295140	16296495
gene:AT2G39030	NATA1-201	protein_coding	2	16298110	16299205
gene:AT2G39040	AT2G39040-201	protein_coding	2	16299242	16301245
gene:AT2G39050	EULS3-201	protein_coding	2	16303295	16305633
gene:AT2G08995	AT2G08995-201	lncRNA	2	16305974	16306173
gene:AT2G39060	SWEET9-201	protein_coding	2	16306491	16308362
gene:AT2G39080	EMB2799-201	protein_coding	2	16309798	16312622
gene:AT2G39090	APC7-201	protein_coding	2	16312657	16317390
gene:AT2G39090	APC7-202	protein_coding	2	16312682	16317300
gene:AT2G39100	AT2G39100-201	protein_coding	2	16317356	16319387
gene:AT2G39100	AT2G39100-202	protein_coding	2	16317438	16319387
gene:AT2G39110	AT2G39110-201	protein_coding	2	16319447	16321685
gene:AT2G39110	AT2G39110-202	protein_coding	2	16319447	16321685
gene:AT2G39120	WTF9-201	protein_coding	2	16321721	16322957
gene:AT2G09000	AT2G09000-201	ncRNA	2	16321728	16321921
gene:AT2G39130	AT2G39130-201	protein_coding	2	16322956	16327306
gene:AT2G39130	AT2G39130-202	protein_coding	2	16323171	16327306
gene:AT2G39130	AT2G39130-203	protein_coding	2	16323589	16327312
gene:AT2G09005	AT2G09005-201	lncRNA	2	16328852	16329115
gene:AT2G39140	SVR1-201	protein_coding	2	16330129	16333405
gene:AT2G39140	SVR1-202	protein_coding	2	16330183	16332962
gene:AT2G39160	AT2G39160-201	protein_coding	2	16333490	16334173
gene:AT2G39170	AT2G39170-201	protein_coding	2	16334546	16336297
gene:AT2G09010	AT2G09010-201	lncRNA	2	16339187	16339531
gene:AT2G39175	ath-MIR160a-201	miRNA	2	16340279	16340363
gene:AT2G39180	CCR2-201	protein_coding	2	16344151	16346769
gene:AT2G39190	ATATH8-201	protein_coding	2	16349968	16355951
gene:AT2G39190	ATATH8-202	protein_coding	2	16349968	16356097
gene:AT2G39200	MLO12-201	protein_coding	2	16356041	16359943
gene:AT2G39210	AT2G39210-201	protein_coding	2	16366102	16368570
gene:AT2G39220	PLP6-201	protein_coding	2	16374881	16377168
gene:AT2G09015	AT2G09015-201	lncRNA	2	16379256	16379461
gene:AT2G09020	AT2G09020-201	lncRNA	2	16379294	16379534
gene:AT2G39230	LOJ-201	protein_coding	2	16381565	16384730
gene:AT2G39240	AT2G39240-202	protein_coding	2	16384786	16388502
gene:AT2G39240	AT2G39240-201	protein_coding	2	16384786	16388502
gene:AT2G39250	SNZ-201	protein_coding	2	16388691	16391176
gene:AT2G39250	SNZ-202	protein_coding	2	16388834	16391073
gene:AT2G39260	AT2G39260-201	protein_coding	2	16391924	16399812
gene:AT2G39270	AT2G39270-201	protein_coding	2	16399969	16401671
gene:AT2G09025	AT2G09025-201	lncRNA	2	16400296	16400711
gene:AT2G39280	AT2G39280-201	protein_coding	2	16401526	16406854
gene:AT2G39280	AT2G39280-202	protein_coding	2	16401587	16406886
gene:AT2G39290	PGP1-201	protein_coding	2	16407135	16409156
gene:AT2G39300	AT2G39300-201	protein_coding	2	16409539	16413206
gene:AT2G39300	AT2G39300-202	protein_coding	2	16409539	16413206
gene:AT2G39300	AT2G39300-203	protein_coding	2	16409539	16413874
gene:AT2G39300	AT2G39300-204	protein_coding	2	16409539	16413874
gene:AT2G39310	JAL22-201	protein_coding	2	16414034	16416736
gene:AT2G39310	JAL22-202	protein_coding	2	16414034	16416845
gene:AT2G39310	JAL22-203	protein_coding	2	16414073	16416737
gene:AT2G39310	JAL22-204	protein_coding	2	16414073	16416815
gene:AT2G39320	AT2G39320-201	protein_coding	2	16417477	16418517
gene:AT2G39330	JAL23-201	protein_coding	2	16419483	16422158
gene:AT2G39330	JAL23-202	protein_coding	2	16419494	16421858
gene:AT2G39330	JAL23-203	protein_coding	2	16419513	16421907
gene:AT2G39340	SAC3A-201	protein_coding	2	16423541	16430108
gene:AT2G09035	AT2G09035-201	ncRNA	2	16428857	16429040
gene:AT2G39350	ABCG1-201	protein_coding	2	16430085	16432751
gene:AT2G09040	AT2G09040-201	lncRNA	2	16435909	16436561
gene:AT2G39355	AT2G39355-201	protein_coding	2	16436504	16436833
gene:AT2G39360	AT2G39360-201	protein_coding	2	16437338	16440544
gene:AT2G39370	MAKR4-201	protein_coding	2	16443996	16445408
gene:AT2G39375	AT2G39375-201	protein_coding	2	16446514	16449177
gene:AT2G39375	AT2G39375-202	protein_coding	2	16446574	16449169
gene:AT2G39380	EXO70H2-201	protein_coding	2	16447006	16449083
gene:AT2G39375	AT2G39375-203	protein_coding	2	16447140	16449180
gene:AT2G39390	AT2G39390-201	protein_coding	2	16450554	16451878
gene:AT2G39400	AT2G39400-201	protein_coding	2	16452612	16454801
gene:AT2G39400	AT2G39400-202	protein_coding	2	16452612	16455001
gene:AT2G39410	AT2G39410-201	protein_coding	2	16455569	16458196
gene:AT2G39410	AT2G39410-202	protein_coding	2	16455569	16458363
gene:AT2G39415	AT2G39415-201	protein_coding	2	16458607	16459014
gene:AT2G39420	AT2G39420-201	protein_coding	2	16460247	16463220
gene:AT2G09045	AT2G09045-201	ncRNA	2	16463300	16463441
gene:AT2G39430	AT2G39430-201	protein_coding	2	16463347	16464531
gene:AT2G39435	TRM18-201	protein_coding	2	16464414	16466941
gene:AT2G39435	TRM18-202	protein_coding	2	16464692	16466624
gene:AT2G39435	TRM18-203	protein_coding	2	16464692	16467024
gene:AT2G39435	TRM18-204	protein_coding	2	16464718	16467033
gene:AT2G39435	TRM18-205	protein_coding	2	16464806	16467024
gene:AT2G39435	TRM18-206	protein_coding	2	16464806	16467024
gene:AT2G39440	AT2G39440-201	protein_coding	2	16467830	16469628
gene:AT2G39440	AT2G39440-202	protein_coding	2	16467855	16469628
gene:AT2G39445	AT2G39445-202	protein_coding	2	16469779	16471246
gene:AT2G39445	AT2G39445-201	protein_coding	2	16469779	16471246
gene:AT2G39445	AT2G39445-203	protein_coding	2	16470025	16471274
gene:AT2G39450	MTP11-201	protein_coding	2	16471560	16474060
gene:AT2G39460	RPL23AA-201	protein_coding	2	16474149	16476141
gene:AT2G39460	RPL23AA-202	protein_coding	2	16474923	16476108
gene:AT2G39470	PnsL1-201	protein_coding	2	16476198	16477843
gene:AT2G39470	PnsL1-202	protein_coding	2	16476216	16477843
gene:AT2G39470	PnsL1-203	protein_coding	2	16476216	16477843
gene:AT2G39480	ABCB6-201	protein_coding	2	16477792	16485039
gene:AT2G39480	ABCB6-202	protein_coding	2	16478249	16484099
gene:AT2G09050	AT2G09050-201	lncRNA	2	16485621	16486092
gene:AT2G39490	AT2G39490-201	protein_coding	2	16486902	16488645
gene:AT2G39500	AT2G39500-201	protein_coding	2	16489013	16490108
gene:AT2G09055	AT2G09055-201	lncRNA	2	16489714	16490023
gene:AT2G39510	UMAMIT14-201	protein_coding	2	16491143	16493343
gene:AT2G39518	AT2G39518-201	protein_coding	2	16495819	16497145
gene:AT2G39520	AT2G39520-201	protein_coding	2	16496813	16497621
gene:AT2G39530	AT2G39530-201	protein_coding	2	16498364	16499524
gene:AT2G39540	AT2G39540-201	protein_coding	2	16500788	16501414
gene:AT2G39550	PGGT-I-201	protein_coding	2	16501571	16504379
gene:AT2G39560	AT2G39560-201	protein_coding	2	16504838	16506150
gene:AT2G39570	ACR9-201	protein_coding	2	16507882	16510264
gene:AT2G39580	AT2G39580-201	protein_coding	2	16510273	16517200
gene:AT2G39580	AT2G39580-202	protein_coding	2	16510425	16517073
gene:AT2G39590	AT2G39590-201	protein_coding	2	16517588	16518247
gene:AT2G39600	AT2G39600.1.exon1	tRNA	2	16518564	16518635
gene:AT2G39610	AT2G39610.1.exon1	tRNA	2	16518769	16518840
gene:AT2G39620	AT2G39620-201	protein_coding	2	16518890	16521544
gene:AT2G39630	AT2G39630-201	protein_coding	2	16521736	16524693
gene:AT2G39630	AT2G39630-202	protein_coding	2	16521744	16524687
gene:AT2G39630	AT2G39630-203	protein_coding	2	16521744	16524783
gene:AT2G39640	AT2G39640-201	protein_coding	2	16525086	16527038
gene:AT2G39650	AT2G39650-202	protein_coding	2	16527730	16529494
gene:AT2G39650	AT2G39650-201	protein_coding	2	16527730	16529494
gene:AT2G39660	BIK1-201	protein_coding	2	16531527	16533986
gene:AT2G39670	AT2G39670-201	protein_coding	2	16534175	16537318
gene:AT2G39670	AT2G39670-202	protein_coding	2	16534233	16537318
gene:AT2G39675	TAS1C-201	ncRNA	2	16537288	16538277
gene:AT2G39681	TAS2-201	ncRNA	2	16539384	16540417
gene:AT2G39690	AT2G39690-202	protein_coding	2	16540927	16543411
gene:AT2G39690	AT2G39690-201	protein_coding	2	16540927	16543411
gene:AT2G39690	AT2G39690-203	protein_coding	2	16540927	16543411
gene:AT2G39690	AT2G39690-204	protein_coding	2	16540972	16543378
gene:AT2G39690	AT2G39690-205	protein_coding	2	16540972	16543381
gene:AT2G39690	AT2G39690-207	protein_coding	2	16540972	16543389
gene:AT2G39690	AT2G39690-206	protein_coding	2	16540972	16543389
gene:AT2G39690	AT2G39690-208	protein_coding	2	16541026	16543378
gene:AT2G39700	EXPA4-201	protein_coding	2	16543832	16545746
gene:AT2G09060	AT2G09060-201	lncRNA	2	16546752	16547255
gene:AT2G09065	AT2G09065-201	lncRNA	2	16546787	16547100
gene:AT2G09070	AT2G09070-201	lncRNA	2	16553373	16553755
gene:AT2G09075	AT2G09075-201	lncRNA	2	16553405	16553907
gene:AT2G39705	RTFL8-201	protein_coding	2	16556801	16558268
gene:AT2G39710	AT2G39710-201	protein_coding	2	16561788	16563441
gene:AT2G39720	RHC2A-201	protein_coding	2	16566586	16568822
gene:AT2G39720	RHC2A-202	protein_coding	2	16566603	16568960
gene:AT2G39725	AT2G39725-201	protein_coding	2	16569430	16570748
gene:AT2G39725	AT2G39725-202	protein_coding	2	16569459	16570748
gene:AT2G39730	RCA-201	protein_coding	2	16570746	16573519
gene:AT2G39730	RCA-202	protein_coding	2	16570746	16573692
gene:AT2G39730	RCA-203	protein_coding	2	16570746	16573692
gene:AT2G39740	HESO1-201	protein_coding	2	16575752	16578704
gene:AT2G39740	HESO1-202	protein_coding	2	16575752	16578704
gene:AT2G39740	HESO1-203	protein_coding	2	16575752	16579120
gene:AT2G39750	AT2G39750-201	protein_coding	2	16578824	16582436
gene:AT2G39760	BPM3-201	protein_coding	2	16583003	16585279
gene:AT2G39760	BPM3-202	protein_coding	2	16583009	16586260
gene:AT2G39760	BPM3-203	protein_coding	2	16583009	16586260
gene:AT2G39760	BPM3-204	protein_coding	2	16583087	16585793
gene:AT2G09080	ath-MIR8121-201	miRNA	2	16587970	16588110
gene:AT2G39770	CYT1-201	protein_coding	2	16588556	16591008
gene:AT2G39770	CYT1-202	protein_coding	2	16588696	16591032
gene:AT2G39770	CYT1-203	protein_coding	2	16588872	16590985
gene:AT2G39780	RNS2-201	protein_coding	2	16591117	16593775
gene:AT2G39780	RNS2-202	protein_coding	2	16591222	16593775
gene:AT2G39782	AT2G39782-201	protein_coding	2	16594037	16594516
gene:AT2G39790	AT2G39790-201	protein_coding	2	16594833	16595800
gene:AT2G39795	AT2G39795-201	protein_coding	2	16596838	16598162
gene:AT2G39800	P5CS1-202	protein_coding	2	16598072	16603061
gene:AT2G39800	P5CS1-201	protein_coding	2	16598072	16603061
gene:AT2G39800	P5CS1-203	protein_coding	2	16598164	16603319
gene:AT2G39800	P5CS1-204	protein_coding	2	16598167	16603059
gene:AT2G39805	AT2G39805-201	protein_coding	2	16609797	16612554
gene:AT2G39805	AT2G39805-202	protein_coding	2	16609899	16612554
gene:AT2G39810	HOS1-201	protein_coding	2	16612777	16618122
gene:AT2G39810	HOS1-202	protein_coding	2	16612794	16618057
gene:AT2G39820	eIF6B-201	protein_coding	2	16618226	16619750
gene:AT2G39830	DAR2-202	protein_coding	2	16619743	16624150
gene:AT2G39830	DAR2-201	protein_coding	2	16619743	16624150
gene:AT2G39830	DAR2-203	protein_coding	2	16619749	16624037
gene:AT2G39830	DAR2-204	protein_coding	2	16619761	16623859
gene:AT2G39840	TOPP4-201	protein_coding	2	16627216	16629412
gene:AT2G39850	AT2G39850-201	protein_coding	2	16630411	16634253
gene:AT2G39851	AT2G39851-201	protein_coding	2	16634519	16635568
gene:AT2G39855	AT2G39855-201	protein_coding	2	16637661	16639497
gene:AT2G39855	AT2G39855-202	protein_coding	2	16637661	16639497
gene:AT2G39855	AT2G39855-203	protein_coding	2	16637663	16639457
gene:AT2G39855	AT2G39855-204	protein_coding	2	16637663	16639457
gene:AT2G39855	AT2G39855-205	protein_coding	2	16637677	16639455
gene:AT2G39860	AT2G39860.1.exon1	tRNA	2	16639780	16639851
gene:AT2G39865	AT2G39865-201	protein_coding	2	16641761	16641907
gene:AT2G39870	AT2G39870-201	protein_coding	2	16643381	16645866
gene:AT2G39880	MYB25-201	protein_coding	2	16647711	16649527
gene:AT2G39885	ath-MIR393a-201	miRNA	2	16652101	16652233
gene:AT2G09085	AT2G09085-201	lncRNA	2	16653249	16653524
gene:AT2G39890	PROT1-202	protein_coding	2	16655577	16658412
gene:AT2G39890	PROT1-201	protein_coding	2	16655577	16658412
gene:AT2G39890	PROT1-203	protein_coding	2	16656348	16658331
gene:AT2G39900	WLIM2a-201	protein_coding	2	16658468	16660443
gene:AT2G39910	AT2G39910-201	protein_coding	2	16660596	16663048
gene:AT2G39920	AT2G39920-201	protein_coding	2	16663017	16664539
gene:AT2G39920	AT2G39920-203	protein_coding	2	16663017	16664539
gene:AT2G39920	AT2G39920-202	protein_coding	2	16663017	16664539
gene:AT2G39920	AT2G39920-204	protein_coding	2	16663201	16664431
gene:AT2G39930	ISA1-201	protein_coding	2	16665851	16672494
gene:AT2G39930	ISA1-202	protein_coding	2	16666023	16671091
gene:AT2G39930	ISA1-203	protein_coding	2	16666023	16671601
gene:AT2G09090	AT2G09090-201	lncRNA	2	16671195	16672443
gene:AT2G39940	COI1-201	protein_coding	2	16672493	16675864
gene:AT2G39950	AT2G39950-201	protein_coding	2	16676542	16679425
gene:AT2G39950	AT2G39950-206	protein_coding	2	16676542	16680489
gene:AT2G39950	AT2G39950-204	protein_coding	2	16676542	16680489
gene:AT2G39950	AT2G39950-205	protein_coding	2	16676542	16680489
gene:AT2G39950	AT2G39950-203	protein_coding	2	16676542	16680489
gene:AT2G39950	AT2G39950-202	protein_coding	2	16676542	16680489
gene:AT2G39950	AT2G39950-207	protein_coding	2	16676542	16680503
gene:AT2G39950	AT2G39950-209	protein_coding	2	16676542	16680503
gene:AT2G39950	AT2G39950-208	protein_coding	2	16676542	16680503
gene:AT2G39960	AT2G39960-201	protein_coding	2	16681296	16683718
gene:AT2G39970	PXN-201	protein_coding	2	16683832	16686815
gene:AT2G39980	AT2G39980-201	protein_coding	2	16687673	16690182
gene:AT2G39975	AT2G39975-201	protein_coding	2	16687717	16688248
gene:AT2G09095	AT2G09095-201	lncRNA	2	16693953	16694155
gene:AT2G09100	AT2G09100-201	lncRNA	2	16694629	16694948
gene:AT2G39990	EIF2-201	protein_coding	2	16698041	16700309
gene:AT2G40000	HSPRO2-201	protein_coding	2	16700490	16702336
gene:AT2G40004	AT2G40004-201	protein_coding	2	16704063	16704954
gene:AT2G09105	AT2G09105-201	lncRNA	2	16704087	16704331
gene:AT2G40008	AT2G40008-201	lncRNA	2	16708056	16709563
gene:AT2G40010	AT2G40010-201	protein_coding	2	16708379	16710772
gene:AT2G40020	AT2G40020-201	protein_coding	2	16710929	16713339
gene:AT2G40020	AT2G40020-202	protein_coding	2	16710929	16713339
gene:AT2G40020	AT2G40020-203	protein_coding	2	16710979	16713018
gene:AT2G40020	AT2G40020-204	protein_coding	2	16711478	16713250
gene:AT2G40030	NRPD1B-201	protein_coding	2	16714460	16723583
