Gene	Name	Type	Chr	Strand	Start	End
ENSMUSG00000032508	Myd88	protein_coding	9	-	119165000	119170477
ENSMUSG00000036138	Acaa1a	protein_coding	9	+	119168742	119179365
ENSMUSG00000047995	Cypt4	protein_coding	9	+	24536492	24537120
ENSMUSG00000102411	Gm36936	TEC	9	+	72635422	72638170
ENSMUSG00000098294	Gm27204	lncRNA	9	-	72681345	72683507
ENSMUSG00000036030	Prtg	protein_coding	9	+	72714156	72824573
ENSMUSG00000098471	Gm27203	processed_pseudogene	9	-	72734539	72734845
ENSMUSG00000102971	A730062M13Rik	TEC	9	+	72776934	72778843
ENSMUSG00000102330	Gm37234	TEC	9	+	72796327	72797767
ENSMUSG00000034910	Pygo1	protein_coding	9	+	72832927	72859463
ENSMUSG00000092192	Dnaaf4	protein_coding	9	+	72866067	72880346
ENSMUSG00000089865	Gm44503	protein_coding	9	+	72866134	72923601
ENSMUSG00000118977	Gm23567	snRNA	9	+	72876884	72876990
ENSMUSG00000102797	Gm37710	TEC	9	-	72879567	72880840
ENSMUSG00000034563	Ccpg1	protein_coding	9	+	72892711	72923622
ENSMUSG00002075273	Gm56102	miRNA	9	+	72912483	72912604
ENSMUSG00000102305	Gm38192	TEC	9	+	72931575	72933421
ENSMUSG00000098332	Pigbos1	protein_coding	9	+	72947000	72950061
ENSMUSG00000032202	Rab27a	protein_coding	9	+	72952136	73004911
ENSMUSG00000098468	Gm27186	processed_pseudogene	9	+	72968233	72968539
ENSMUSG00000092622	Khdc3	protein_coding	9	+	73009118	73011720
ENSMUSG00000032215	Rsl24d1	protein_coding	9	+	73020708	73030615
ENSMUSG00000120840	Gm57062	lncRNA	9	-	73032205	73040321
ENSMUSG00000103556	Gm38215	TEC	9	+	73039971	73042203
ENSMUSG00000066478	Gm5745	processed_pseudogene	9	-	73082711	73083023
ENSMUSG00000086158	Pierce2	protein_coding	9	-	72886964	72892674
ENSMUSG00000032565	Nudt16	protein_coding	9	-	105006102	105009023
ENSMUSG00000053716	Dusp7	protein_coding	9	+	106245831	106252923
ENSMUSG00000048758	Rpl29	protein_coding	9	+	106306653	106308767
ENSMUSG00000023262	Acy1	protein_coding	9	-	106310180	106315518
ENSMUSG00000042073	Abhd14b	protein_coding	9	+	106324658	106330122
ENSMUSG00000100039	Gm28959	lncRNA	9	-	106329380	106330117
ENSMUSG00000023495	Pcbp4	protein_coding	9	+	106330490	106341211
ENSMUSG00000091735	Gpr62	protein_coding	9	-	106341161	106343137
ENSMUSG00000023249	Parp3	protein_coding	9	-	106347521	106354148
ENSMUSG00000041506	Rrp9	protein_coding	9	+	106353162	106362623
ENSMUSG00000066383	Iqcf1	protein_coding	9	+	106377166	106379453
ENSMUSG00000118396	4930517N10Rik	protein_coding	9	-	106380424	106438824
ENSMUSG00000066382	Iqcf5	protein_coding	9	+	106391772	106393209
ENSMUSG00000041009	Iqcf4	protein_coding	9	-	106445518	106448195
ENSMUSG00000091129	Iqcf6	protein_coding	9	+	106503180	106504874
ENSMUSG00002076513	Gm54823	misc_RNA	9	+	106513517	106513782
ENSMUSG00000101411	Gm28111	lncRNA	9	+	106518127	106520763
ENSMUSG00000023192	Grm2	protein_coding	9	-	106520294	106533281
ENSMUSG00000042210	Abhd14a	protein_coding	9	-	106317253	106324877
ENSMUSG00001074846	Iqcf3	protein_coding	9	-	106420585	106438830
ENSMUSG00000120770	Gm57045	lncRNA	9	+	99065629	99067932
ENSMUSG00000101498	Gm2950	processed_pseudogene	9	-	99102101	99102620
ENSMUSG00000096316	Faiml	protein_coding	9	-	99111429	99119292
ENSMUSG00000103638	Gm38327	TEC	9	-	99123904	99125658
ENSMUSG00000056267	Cep70	protein_coding	9	+	99125420	99182457
ENSMUSG00000111651	Gm47199	processed_pseudogene	9	-	99141528	99142260
ENSMUSG00000111383	Gm18914	processed_pseudogene	9	-	99142998	99143613
ENSMUSG00000100281	4930422M22Rik	lncRNA	9	-	99181060	99186728
ENSMUSG00000103857	Gm37249	TEC	9	+	99189636	99192504
ENSMUSG00000037681	Esyt3	protein_coding	9	-	99192016	99240610
ENSMUSG00000103452	1700008A23Rik	TEC	9	+	99204879	99205569
ENSMUSG00000100123	Gm28087	lncRNA	9	+	99249086	99250543
ENSMUSG00000032470	Mras	protein_coding	9	-	99267473	99319434
ENSMUSG00000046242	Nme9	protein_coding	9	+	99333528	99356804
ENSMUSG00000032468	Armc8	protein_coding	9	-	99360425	99450952
ENSMUSG00000032469	Dbr1	protein_coding	9	+	99457852	99466554
ENSMUSG00000110872	Gm48255	processed_pseudogene	9	+	24864269	24864595
ENSMUSG00000111680	Gm18377	processed_pseudogene	9	-	24868876	24869482
ENSMUSG00002075645	Gm55920	snoRNA	9	+	24875832	24875965
ENSMUSG00000111866	E130101E03Rik	lncRNA	9	+	24885504	24909716
ENSMUSG00000111751	Gm48256	lncRNA	9	+	24968346	24973895
ENSMUSG00000066809	Gm10180	processed_pseudogene	9	-	25012700	25012777
ENSMUSG00000008429	Herpud2	protein_coding	9	-	25019428	25063116
ENSMUSG00000100002	Gm29642	lncRNA	9	+	25063312	25086887
ENSMUSG00000111459	Gm8031	processed_pseudogene	9	-	25139740	25140365
ENSMUSG00000120169	9130004C02Rik	lncRNA	9	-	25161617	25163752
ENSMUSG00000001833	Septin7	protein_coding	9	+	25163735	25219867
ENSMUSG00000111004	Gm48272	processed_pseudogene	9	-	25186098	25186771
ENSMUSG00000041794	Myrip	protein_coding	9	+	120130579	120303907
ENSMUSG00000083772	Gm15566	processed_pseudogene	9	+	120145394	120145983
ENSMUSG00000082356	Gm15565	processed_pseudogene	9	+	120213977	120214403
ENSMUSG00000111828	D830035M03Rik	lncRNA	9	-	120319598	120321613
ENSMUSG00000111816	Gm7229	unprocessed_pseudogene	9	+	120350879	120351885
ENSMUSG00000041608	Entpd3	protein_coding	9	+	120368884	120397393
ENSMUSG00000025794	Rpl14	protein_coding	9	+	120400510	120403720
ENSMUSG00000052658	5830454E08Rik	lncRNA	9	+	120406397	120407140
ENSMUSG00000110962	Gm47062	unprocessed_pseudogene	9	+	120409201	120411804
ENSMUSG00000110760	Gm39456	lncRNA	9	-	120440720	120449365
ENSMUSG00000111533	Gm39458	lncRNA	9	+	120503471	120511465
ENSMUSG00000111679	Gm47063	TEC	9	-	120534955	120535303
ENSMUSG00000006941	Eif1b	protein_coding	9	+	120321298	120324396
ENSMUSG00000121572	ENSMUSG00000121572	protein_coding	9	+	120324092	120324244
ENSMUSG00000111058	Gm36033	lncRNA	9	-	63833937	63849084
ENSMUSG00000036867	Smad6	protein_coding	9	-	63860358	63929341
ENSMUSG00000093616	1700055C04Rik	lncRNA	9	-	63945747	63948747
ENSMUSG00002076536	Gm55838	rRNA	9	+	63955778	63955872
ENSMUSG00000093759	Scarletltr	lncRNA	9	+	63988043	63994243
ENSMUSG00000032401	Lctl	protein_coding	9	+	64024429	64045400
ENSMUSG00000032400	Zwilch	protein_coding	9	-	64044426	64080386
ENSMUSG00000032399	Rpl4	protein_coding	9	+	64080657	64085948
ENSMUSG00000065752	Gm23344	snoRNA	9	+	64082330	64082397
ENSMUSG00000119388	Snord16a	snoRNA	9	+	64082705	64082803
ENSMUSG00000064918	Gm22571	snoRNA	9	+	64083155	64083224
ENSMUSG00000119765	Gm23136	snoRNA	9	+	64083943	64084041
ENSMUSG00000064514	Gm22455	snoRNA	9	+	64084405	64084475
ENSMUSG00000032398	Snapc5	protein_coding	9	+	64086556	64090414
ENSMUSG00000004936	Map2k1	protein_coding	9	-	64093052	64160913
ENSMUSG00002075562	Gm55857	miRNA	9	+	64132805	64132931
ENSMUSG00000111160	Gm48855	lncRNA	9	+	64135621	64138077
ENSMUSG00000035337	Uchl4	protein_coding	9	+	64142483	64143644
ENSMUSG00000032397	Tipin	protein_coding	9	+	64188863	64212706
ENSMUSG00000088254	Gm24289	scaRNA	9	+	64203213	64203347
ENSMUSG00000032396	Dis3l	protein_coding	9	-	64214038	64248570
ENSMUSG00000092310	Gm20509	protein_coding	9	+	73009752	73029619
ENSMUSG00000098875	Gm27211	lncRNA	9	+	73099765	73175397
ENSMUSG00000111323	Gm48129	lncRNA	9	-	40252914	40253399
ENSMUSG00000111271	Gm48127	lncRNA	9	-	40253604	40254234
ENSMUSG00000110928	Gm48114	TEC	9	-	40274513	40278198
ENSMUSG00000111515	Gm5055	processed_pseudogene	9	+	40399016	40399596
ENSMUSG00000097205	Gm17540	lncRNA	9	+	40442451	40444916
ENSMUSG00000110922	Gm35177	lncRNA	9	+	40458656	40472689
ENSMUSG00000111858	Gm48277	lncRNA	9	-	40466382	40472225
ENSMUSG00000111504	Gm48284	lncRNA	9	-	40517712	40527682
ENSMUSG00000110992	Gm35371	lncRNA	9	-	40579256	40580403
ENSMUSG00000111801	Gm48288	processed_pseudogene	9	-	40590941	40591703
ENSMUSG00000032024	Clmp	protein_coding	9	+	40597258	40696615
ENSMUSG00000111794	Gm48294	lncRNA	9	+	40626454	40631330
ENSMUSG00000086014	Gm16095	lncRNA	9	-	40630202	40631282
ENSMUSG00000111189	Gm48293	lncRNA	9	-	40658577	40673969
ENSMUSG00000087135	Gm16096	lncRNA	9	-	40692038	40695477
ENSMUSG00000120980	Gm57042	lncRNA	9	-	40711600	40712124
ENSMUSG00000015656	Hspa8	protein_coding	9	+	40712280	40721383
ENSMUSG00000119805	Snord14c	snoRNA	9	+	40714879	40714964
ENSMUSG00000118706	Snord14d	snoRNA	9	+	40715291	40715376
ENSMUSG00002076818	Snord14e	snoRNA	9	+	40716044	40716133
ENSMUSG00000110982	Gm48565	TEC	9	+	40732265	40733969
ENSMUSG00000054360	Bsx	protein_coding	9	+	40785423	40791353
ENSMUSG00000111696	Gm47932	processed_pseudogene	9	-	101632114	101634904
ENSMUSG00000111269	Gm47933	processed_pseudogene	9	-	101634952	101636062
ENSMUSG00000111672	Gm47934	processed_pseudogene	9	+	101635741	101636008
ENSMUSG00000100807	Gm29521	lncRNA	9	-	101647568	101739713
ENSMUSG00000104282	Gm37460	TEC	9	-	101788207	101790455
ENSMUSG00000103026	Gm31326	TEC	9	+	101866459	101867506
ENSMUSG00000120943	Gm57054	lncRNA	9	+	101868934	101874744
ENSMUSG00000104041	Gm37562	TEC	9	-	101929429	101933756
ENSMUSG00000065107	n-R5s88	rRNA	9	+	102005087	102005204
ENSMUSG00000101648	Gm29388	lncRNA	9	-	102028441	102030916
ENSMUSG00000102963	Gm37945	TEC	9	+	102049937	102054303
ENSMUSG00000057710	9630041A04Rik	lncRNA	9	+	101739040	101820427
ENSMUSG00000111068	Gm35501	lncRNA	9	+	122515864	122522707
ENSMUSG00000111577	Gm47136	lncRNA	9	-	122516133	122543398
ENSMUSG00000111441	Gm47137	processed_pseudogene	9	+	122544268	122544429
ENSMUSG00000094985	Topaz1	protein_coding	9	+	122576411	122631200
ENSMUSG00000107504	Gm35549	protein_coding	9	-	122651841	122673100
ENSMUSG00000097322	A530083I20Rik	lncRNA	9	-	122714145	122732596
ENSMUSG00000111063	Zfp660	lncRNA	9	+	122732311	122743219
ENSMUSG00000121452	ENSMUSG00000121452	lncRNA	9	+	122764877	122771884
ENSMUSG00000036768	Kif15	protein_coding	9	+	122780111	122847798
ENSMUSG00000111617	Gm47148	TEC	9	+	122822192	122822769
ENSMUSG00000110945	Gm9856	lncRNA	9	-	122848060	122850637
ENSMUSG00000066233	Tmem42	protein_coding	9	+	122850391	122852770
ENSMUSG00000111789	Gm49323	lncRNA	9	+	122850483	122874084
ENSMUSG00000025787	Tgm4	protein_coding	9	+	122863791	122896626
ENSMUSG00000111236	Gm31614	lncRNA	9	+	46741637	46748914
ENSMUSG00000099696	2900052N01Rik	lncRNA	9	+	46824775	46838665
ENSMUSG00000111482	Gm47153	lncRNA	9	-	46871533	46890351
ENSMUSG00000094893	Gm4791	lncRNA	9	+	46910039	46915158
ENSMUSG00000111669	Gm31698	lncRNA	9	-	46997245	47138393
ENSMUSG00000032267	Usp28	protein_coding	9	+	48896675	48953817
ENSMUSG00000105298	Cldn25	processed_pseudogene	9	-	48958902	48959594
ENSMUSG00000105991	1700042D02Rik	lncRNA	9	-	48962635	48966765
ENSMUSG00000032264	Zw10	protein_coding	9	+	48966913	48990075
ENSMUSG00000032268	Tmprss5	protein_coding	9	+	48992560	49028887
ENSMUSG00000054156	Gm4894	lncRNA	9	+	49161831	49191894
ENSMUSG00000032259	Drd2	protein_coding	9	+	49251927	49319477
ENSMUSG00000032257	Ankk1	protein_coding	9	-	49326494	49338321
ENSMUSG00000040219	Ttc12	protein_coding	9	-	49348263	49397525
ENSMUSG00000120806	Gm57029	lncRNA	9	-	49426429	49426593
ENSMUSG00000079564	Gm11149	lncRNA	9	+	49429588	49483891
ENSMUSG00000106183	Mir101c	miRNA	9	-	3038669	3038743
ENSMUSG00000110425	Gm32390	processed_pseudogene	9	-	3137043	3138739
ENSMUSG00000111327	Gm48401	processed_pseudogene	9	-	36288270	36292104
ENSMUSG00000110812	Gm48407	unprocessed_pseudogene	9	+	36292981	36293195
ENSMUSG00000023093	Pate12	protein_coding	9	+	36343180	36346234
ENSMUSG00000090710	Pate11	protein_coding	9	+	36386934	36388482
ENSMUSG00000098949	Gm27160	processed_pseudogene	9	+	36393592	36393790
ENSMUSG00000074448	Pate9	protein_coding	9	-	36443693	36453259
ENSMUSG00000099274	Gm27218	processed_pseudogene	9	+	36449228	36449619
ENSMUSG00000110880	Gm48431	unprocessed_pseudogene	9	+	36478997	36479265
ENSMUSG00000091248	Pate8	protein_coding	9	-	36492574	36493931
ENSMUSG00000070313	Pate14	protein_coding	9	-	36547050	36554672
ENSMUSG00000098590	Vsig10l2	protein_coding	9	-	35420518	35429565
ENSMUSG00000032101	Ddx25	protein_coding	9	-	35447943	35469824
ENSMUSG00000032103	Pus3	protein_coding	9	+	35469891	35478697
ENSMUSG00000050555	Hyls1	protein_coding	9	-	35472116	35481694
ENSMUSG00000074452	Pate2	protein_coding	9	+	35481580	35601614
ENSMUSG00000086984	Gm6762	processed_pseudogene	9	-	35485408	35485696
ENSMUSG00000094676	Gm10105	processed_pseudogene	9	-	35500377	35500646
ENSMUSG00000032099	Pate4	protein_coding	9	-	35518389	35523237
ENSMUSG00000094995	Pate3	protein_coding	9	-	35556409	35559498
ENSMUSG00000091215	Pate1	protein_coding	9	-	35596375	35598686
ENSMUSG00000091174	Pate10	protein_coding	9	+	35652345	35653548
ENSMUSG00000090738	Pate7	protein_coding	9	-	35687820	35689405
ENSMUSG00000098847	Gm27235	protein_coding	9	-	35687820	35701397
ENSMUSG00000032108	Pate6	protein_coding	9	-	35699346	35701408
ENSMUSG00000104304	Gm36974	TEC	9	+	35746683	35747753
ENSMUSG00000047980	Pate5	protein_coding	9	-	35749625	35755446
ENSMUSG00000098705	Gm3428	lncRNA	9	-	35759420	35761293
ENSMUSG00000078934	Pate13	protein_coding	9	+	35819719	35822092
ENSMUSG00000099201	Gm27187	lncRNA	9	-	35871983	35922854
ENSMUSG00000111619	Gm48348	processed_pseudogene	9	-	36001216	36003655
ENSMUSG00000091411	Gm5916	protein_coding	9	-	36031116	36040075
ENSMUSG00000098390	Gm3434	lncRNA	9	-	36045542	36046926
ENSMUSG00000010607	Pigyl	protein_coding	9	+	22068142	22069654
ENSMUSG00000109765	Gm18227	unprocessed_pseudogene	9	+	22078775	22081948
ENSMUSG00000061167	Rpl15-ps3	processed_pseudogene	9	-	22096903	22097517
ENSMUSG00000074472	Zfp872	protein_coding	9	+	22099386	22113419
ENSMUSG00000090925	1810064F22Rik	lncRNA	9	-	22108259	22125156
ENSMUSG00000110757	Gm18228	unprocessed_pseudogene	9	+	22115789	22116879
ENSMUSG00000057982	Zfp809	protein_coding	9	+	22137010	22154650
ENSMUSG00000111424	Gm48478	TEC	9	+	22140274	22142598
ENSMUSG00000062794	Zfp599	protein_coding	9	-	22158726	22171191
ENSMUSG00000111205	Gm39307	lncRNA	9	+	22171398	22174585
ENSMUSG00000066829	Zfp810	protein_coding	9	-	22188044	22218944
ENSMUSG00000111292	Gm48627	TEC	9	-	22205518	22206868
ENSMUSG00000111808	Gm18225	unprocessed_pseudogene	9	-	22207242	22207983
ENSMUSG00000094627	Gm10182	processed_pseudogene	9	-	22232401	22232673
ENSMUSG00000110759	Gm6607	processed_pseudogene	9	-	22241469	22241796
ENSMUSG00000036777	Anln	protein_coding	9	-	22243308	22300484
ENSMUSG00000111069	Gm48646	lncRNA	9	-	22281848	22283075
ENSMUSG00000110873	Gm48652	processed_pseudogene	9	+	22312882	22313124
ENSMUSG00000032239	Rp9	protein_coding	9	-	22322343	22381039
ENSMUSG00000036411	Matcap2	protein_coding	9	+	22322809	22355977
ENSMUSG00000090067	Gm2976	processed_pseudogene	9	-	22391230	22391742
ENSMUSG00000089958	Gm16165	processed_pseudogene	9	-	22581030	22581824
ENSMUSG00000089909	Gm16164	processed_pseudogene	9	-	22589147	22589614
ENSMUSG00000111733	Gm47181	lncRNA	9	+	124100865	124103981
ENSMUSG00000121446	ENSMUSG00000121446	lncRNA	9	-	124101219	124109400
ENSMUSG00000111194	Gm47180	transcribed_unprocessed_pseudogene	9	-	124101677	124109397
ENSMUSG00000110795	Gm47179	TEC	9	+	124105761	124107596
ENSMUSG00000079741	Nlrp4g	transcribed_unprocessed_pseudogene	9	-	124117991	124126089
ENSMUSG00000121447	ENSMUSG00000121447	lncRNA	9	-	124117995	124125058
ENSMUSG00000110565	Gm45814	unprocessed_pseudogene	9	+	18940514	18941288
ENSMUSG00000045204	Or7g20	protein_coding	9	+	18944031	18948966
ENSMUSG00000059303	Or7g21	protein_coding	9	+	19031678	19037234
ENSMUSG00000110621	Or7g22	protein_coding	9	+	19047613	19051937
ENSMUSG00000110645	Or7f1-ps1	unprocessed_pseudogene	9	-	19064880	19065856
ENSMUSG00000110519	Or7g23	protein_coding	9	-	19079703	19088608
ENSMUSG00000111814	Or8c18	protein_coding	9	+	38202403	38205761
ENSMUSG00000032265	Tent5a	protein_coding	9	-	85202492	85209401
ENSMUSG00000111840	Gm48832	lncRNA	9	-	85214405	85230118
ENSMUSG00000103368	Gm36927	TEC	9	-	85224564	85226404
ENSMUSG00000111663	Gm48833	lncRNA	9	-	85300088	85301211
ENSMUSG00000111172	Gm39302	lncRNA	9	-	21229366	21231913
ENSMUSG00000120848	Gm57035	lncRNA	9	+	21401650	21401792
ENSMUSG00000032185	Carm1	protein_coding	9	+	21458190	21503919
ENSMUSG00000100782	Gm28231	lncRNA	9	+	88141948	88145088
ENSMUSG00000100337	Gm5066	processed_pseudogene	9	-	88162422	88163243
ENSMUSG00000111795	Gm47620	processed_pseudogene	9	+	88168777	88169206
ENSMUSG00000032420	Nt5e	protein_coding	9	+	88209250	88254145
ENSMUSG00000032422	Snx14	protein_coding	9	-	88258800	88321011
ENSMUSG00000066443	Gm10163	processed_pseudogene	9	+	88272890	88273370
ENSMUSG00000092541	Gm20537	protein_coding	9	-	88289485	88338669
ENSMUSG00000101335	Gm28229	lncRNA	9	-	88323553	88325705
ENSMUSG00000032423	Syncrip	protein_coding	9	-	88329062	88364627
ENSMUSG00000097195	Snhg5	lncRNA	9	-	88377321	88405615
ENSMUSG00000119666	Snord50a	snoRNA	9	-	88403582	88403653
ENSMUSG00000119432	Snord50b	snoRNA	9	-	88403850	88403921
ENSMUSG00000084703	Gm22985	snRNA	9	-	88408732	88408847
ENSMUSG00000032425	Zfp949	protein_coding	9	+	88430073	88453114
ENSMUSG00000092805	Gm26461	misc_RNA	9	+	88435289	88435578
ENSMUSG00000090693	Trim43a	protein_coding	9	+	88462944	88470872
ENSMUSG00000097073	9430037G07Rik	lncRNA	9	-	88477378	88481569
ENSMUSG00000099389	Gm29603	processed_pseudogene	9	+	88479463	88479796
ENSMUSG00000119485	Gm23017	snoRNA	9	-	88480401	88480472
ENSMUSG00000103967	Gm38214	TEC	9	-	88562992	88563979
ENSMUSG00000102533	Gm37226	TEC	9	-	88564985	88568239
ENSMUSG00000111253	Gm34654	lncRNA	9	-	77714318	77717075
ENSMUSG00000111250	Gm47818	lncRNA	9	+	77743312	77755393
ENSMUSG00000111580	Gm19572	processed_pseudogene	9	+	77758990	77759327
ENSMUSG00000110724	Gm47824	TEC	9	+	77808811	77809901
ENSMUSG00000032349	Elovl5	protein_coding	9	+	77824646	77891801
ENSMUSG00000111610	Gm34829	lncRNA	9	+	77899881	77909543
ENSMUSG00000077730	Gm23609	snoRNA	9	-	77921254	77921380
ENSMUSG00000111335	Gm39375	lncRNA	9	+	77922300	77927985
ENSMUSG00000111850	Gm47829	processed_pseudogene	9	+	77935227	77935371
ENSMUSG00000023333	Gcm1	protein_coding	9	+	77959206	77972906
ENSMUSG00000111596	Gm8058	processed_pseudogene	9	+	77976133	77976719
ENSMUSG00000001366	Fbxo9	protein_coding	9	-	77988781	78016347
ENSMUSG00000121602	ENSMUSG00000121602	protein_coding	9	-	78015677	78015748
ENSMUSG00000009828	Cilk1	protein_coding	9	+	78016474	78079389
ENSMUSG00002076161	Rn7sk	misc_RNA	9	-	78082585	78082915
ENSMUSG00000121490	C920006O11Rik	lncRNA	9	+	78083165	78086164
ENSMUSG00000097574	C920006O11Rik	transcribed_unprocessed_pseudogene	9	+	78083872	78086119
ENSMUSG00000032348	Gsta4	protein_coding	9	+	78090056	78116631
ENSMUSG00000111015	Gm3126	processed_pseudogene	9	-	78120660	78122127
ENSMUSG00000074183	Gsta1	protein_coding	9	+	78137938	78149966
ENSMUSG00000110919	Dppa5b	unprocessed_pseudogene	9	+	78152832	78153417
ENSMUSG00000111709	Gm3776	protein_coding	9	+	78164411	78176448
ENSMUSG00000111423	Dppa5c	unprocessed_pseudogene	9	+	78179280	78179865
ENSMUSG00000074179	Gsta5	protein_coding	9	+	78197205	78212807
ENSMUSG00000066463	Omt2a	protein_coding	9	-	78219254	78222078
ENSMUSG00000090802	Gm8074	unprocessed_pseudogene	9	-	78228581	78229636
ENSMUSG00000038750	Omt2b	protein_coding	9	+	78234871	78236902
ENSMUSG00000057933	Gsta2	protein_coding	9	-	78238300	78263070
ENSMUSG00000060461	Dppa5a	protein_coding	9	-	78274334	78275459
ENSMUSG00000032346	Ooep	protein_coding	9	-	78283391	78286007
ENSMUSG00000083032	Gm8087	processed_pseudogene	9	-	78296183	78296749
ENSMUSG00000090724	4930542C12Rik	lncRNA	9	-	78302238	78303440
ENSMUSG00000032187	Smarca4	protein_coding	9	+	21527465	21615526
ENSMUSG00000032198	Dock6	protein_coding	9	-	21711156	21763931
ENSMUSG00000098473	Mir7083	miRNA	9	-	21721237	21721296
ENSMUSG00000047822	Angptl8	protein_coding	9	+	21746806	21748643
ENSMUSG00000111766	Gm47873	unitary_pseudogene	9	+	21783570	21803485
ENSMUSG00000019066	Rab3d	protein_coding	9	-	21818787	21829488
ENSMUSG00000040883	Tmem205	protein_coding	9	-	21832304	21838852
ENSMUSG00000006241	Ccdc159	protein_coding	9	+	21838767	21847168
ENSMUSG00000040563	Plppr2	protein_coding	9	+	21848329	21860203
ENSMUSG00000111017	Gm48314	TEC	9	-	44767735	44770473
ENSMUSG00000110773	Gm39326	lncRNA	9	+	44789189	44795695
ENSMUSG00000120220	Gm57024	lncRNA	9	-	44792761	44793502
ENSMUSG00000080358	Gm26249	snRNA	9	+	44809163	44809280
ENSMUSG00000038717	Atp5mg	protein_coding	9	-	44823855	44832040
ENSMUSG00000111082	Gm30934	lncRNA	9	+	44831494	44833134
ENSMUSG00000059890	Ube4a	protein_coding	9	-	44834425	44876898
ENSMUSG00000111241	Gm19121	unprocessed_pseudogene	9	+	44867013	44868034
ENSMUSG00000002033	Cd3g	protein_coding	9	-	44880870	44891729
ENSMUSG00000032094	Cd3d	protein_coding	9	+	44893084	44898637
ENSMUSG00000032093	Cd3e	protein_coding	9	-	44910038	44920925
ENSMUSG00000111203	Gm48719	lncRNA	9	+	44910727	44914283
ENSMUSG00000111690	Gm48720	TEC	9	-	44919440	44920645
ENSMUSG00000032092	Mpzl2	protein_coding	9	+	44951097	44965313
ENSMUSG00000110899	Gm48840	TEC	9	-	44962722	44966642
ENSMUSG00000070305	Mpzl3	protein_coding	9	+	44966484	44988734
ENSMUSG00000048534	Jaml	protein_coding	9	+	44990481	45019832
ENSMUSG00000074385	Gm10684	lncRNA	9	-	45018474	45046904
ENSMUSG00000111070	Gm47596	TEC	9	-	45023320	45024153
ENSMUSG00000070304	Scn2b	protein_coding	9	+	45029080	45041368
ENSMUSG00000046480	Scn4b	protein_coding	9	+	45049693	45065450
ENSMUSG00000111811	Gm39327	lncRNA	9	-	45078283	45081244
ENSMUSG00000032091	Tmprss4	protein_coding	9	-	45084024	45115390
ENSMUSG00000091659	Gm17099	lncRNA	9	+	45084295	45086459
ENSMUSG00000091996	Smim35	protein_coding	9	+	45093305	45161318
ENSMUSG00000120916	Gm57037	lncRNA	9	-	45156949	45157474
ENSMUSG00000032089	Il10ra	protein_coding	9	-	45165135	45180447
ENSMUSG00000093722	Gm20612	processed_pseudogene	9	+	45172353	45172588
ENSMUSG00000098361	Mir7086	miRNA	9	-	45177941	45178005
ENSMUSG00000111075	Gm47964	processed_pseudogene	9	+	45213260	45213469
ENSMUSG00000085831	Lncbate3	lncRNA	9	-	45229563	45233377
ENSMUSG00000037129	Tmprss13	protein_coding	9	+	45230398	45258879
ENSMUSG00000066705	Fxyd6	protein_coding	9	+	45281483	45307457
ENSMUSG00000059412	Fxyd2	protein_coding	9	+	45310967	45321576
ENSMUSG00000111186	Gm48135	TEC	9	-	45324771	45325388
ENSMUSG00000079469	Pigb	protein_coding	9	-	72914701	72947660
ENSMUSG00000032418	Me1	protein_coding	9	-	86463424	86578006
ENSMUSG00000102259	Gm38230	TEC	9	-	86566103	86567261
ENSMUSG00000087466	A330041J22Rik	lncRNA	9	+	86577513	86583306
ENSMUSG00002075517	Gm55057	snRNA	9	-	86581096	86581209
ENSMUSG00000089373	Gm22138	snoRNA	9	+	86585872	86585999
ENSMUSG00000104120	Gm37484	TEC	9	+	86594057	86596579
ENSMUSG00000033491	Prss35	protein_coding	9	+	86625702	86640496
ENSMUSG00000033419	Snap91	protein_coding	9	-	86647976	86762707
ENSMUSG00000103891	Gm37941	TEC	9	-	86666600	86668908
ENSMUSG00000109896	Gm31409	lncRNA	9	-	91804717	91843171
ENSMUSG00000095654	Plscr5	protein_coding	9	+	92074989	92091825
ENSMUSG00000120249	Gm57015	lncRNA	9	-	92106331	92109353
ENSMUSG00000032369	Plscr1	protein_coding	9	+	92131803	92154331
ENSMUSG00000098766	Mir6386	miRNA	9	-	92149311	92149414
ENSMUSG00000032372	Plscr2	protein_coding	9	+	92157655	92179805
ENSMUSG00000101370	Gm29139	lncRNA	9	-	92184016	92187197
ENSMUSG00000074139	1700057G04Rik	protein_coding	9	+	92191430	92239929
ENSMUSG00000082623	Gm15493	processed_pseudogene	9	-	92216605	92217132
ENSMUSG00000032377	Plscr4	protein_coding	9	+	92339426	92374509
ENSMUSG00000077400	Gm25417	snoRNA	9	-	92409631	92409761
ENSMUSG00000103622	B430319G15Rik	TEC	9	-	92420854	92424922
ENSMUSG00000099610	Gm37545	processed_pseudogene	9	-	92421989	92422136
ENSMUSG00000032374	Plod2	protein_coding	9	+	92424276	92490481
ENSMUSG00000101357	Gm2495	processed_pseudogene	9	-	92494565	92495030
ENSMUSG00000089005	Gm23856	snRNA	9	+	107782427	107782525
ENSMUSG00000032584	Mst1r	protein_coding	9	+	107784072	107797582
ENSMUSG00000066368	Actl11	protein_coding	9	+	107805668	107809660
ENSMUSG00000102377	Gm37974	lncRNA	9	-	107812276	107813593
ENSMUSG00000032936	Camkv	protein_coding	9	+	107812873	107826890
ENSMUSG00000032586	Traip	protein_coding	9	+	107827335	107849469
ENSMUSG00000032596	Uba7	protein_coding	9	+	107852704	107861259
