Gene	Name	Type	Chr	Strand	Start	End
ENSG05220016982	MIR6836	miRNA	7	-	2370932	2370993
ENSG05220016985	MIR6874	miRNA	7	-	5829342	5829412
ENSG05220059022	NOD1	protein_coding	7	-	30562221	30616484
ENSG05220059023	ENSG05220059023	processed_pseudogene	7	+	30509205	30510438
ENSG05220059024	WIPF3	protein_coding	7	+	29944269	30054762
ENSG05220059025	MIR196B	miRNA	7	-	27305489	27305572
ENSG05220059026	PLEKHA8	protein_coding	7	+	30165086	30268134
ENSG05220059027	HOXA11-AS	lncRNA	7	+	27320515	27325305
ENSG05220059028	ENSG05220059028	lncRNA	7	+	30562366	30563106
ENSG05220059029	CHN2-AS1	lncRNA	7	-	29337360	29346790
ENSG05220059030	MIR550A3	miRNA	7	-	29818557	29818651
ENSG05220059031	ENSG05220059031	lncRNA	7	-	30267158	30272365
ENSG05220059032	EVX1	protein_coding	7	+	27378686	27386479
ENSG05220059033	ENSG05220059033	lncRNA	7	-	29652107	29701452
ENSG05220059034	LINC01176	lncRNA	7	+	30528585	30550069
ENSG05220059035	EVX1-AS	lncRNA	7	-	27377415	27383215
ENSG05220059036	ENSG05220059036	lncRNA	7	-	30934340	30941059
ENSG05220050808	RPS26P31	processed_pseudogene	7	+	123997327	123997674
ENSG05220059037	RPS27P16	processed_pseudogene	7	+	30305490	30305690
ENSG05220050809	ENSG05220050809	TEC	7	-	128661516	128661976
ENSG05220059038	ENSG05220059038	lncRNA	7	-	27375225	27377214
ENSG05220050810	ENSG05220050810	processed_pseudogene	7	+	129965378	129965780
ENSG05220059039	ENSG05220059039	TEC	7	+	27548487	27549214
ENSG05220059040	ENSG05220059040	sRNA	7	-	30253497	30253646
ENSG05220059041	HOXA11	protein_coding	7	-	27317166	27321240
ENSG05220059042	GTF3C6P3	processed_pseudogene	7	+	29689304	29689934
ENSG05220059043	ENSG05220059043	misc_RNA	7	+	27322900	27323132
ENSG05220050811	CADPS2	protein_coding	7	-	123634402	124203325
ENSG05220059044	CREB5	protein_coding	7	+	28436682	28963385
ENSG05220050812	RNU7-54P	snRNA	7	-	129755230	129755291
ENSG05220050813	ENSG05220050813	lncRNA	7	+	125348845	125807099
ENSG05220059045	ENSG05220059045	lncRNA	7	-	30207337	30212796
ENSG05220059046	ENSG05220059046	processed_pseudogene	7	-	27628072	27629155
ENSG05220059047	ENSG05220059047	lncRNA	7	+	29124553	29126425
ENSG05220059048	MIR550B1	miRNA	7	-	30427487	30427583
ENSG05220059049	ENSG05220059049	lncRNA	7	-	27322581	27329455
ENSG05220059050	FKBP14-AS1	lncRNA	7	+	30126304	30165225
ENSG05220050815	RNF148	protein_coding	7	-	124017668	124018922
ENSG05220059051	ENSG05220059051	processed_pseudogene	7	+	30681735	30682113
ENSG05220059052	ZNRF2P2	transcribed_processed_pseudogene	7	-	29736597	29823078
ENSG05220050816	ASB15-AS1	lncRNA	7	-	124901626	124941714
ENSG05220059053	PRR15	protein_coding	7	+	29701617	29705073
ENSG05220050817	ENSG05220050817	lncRNA	7	+	123644429	123756360
ENSG05220059054	CPVL	protein_coding	7	-	29132763	29333261
ENSG05220050819	PRELID3BP10	processed_pseudogene	7	+	128607293	128607876
ENSG05220050820	GCC1	protein_coding	7	-	128892307	128905290
ENSG05220050821	ENSG05220050821	processed_pseudogene	7	+	129618438	129619467
ENSG05220050822	RNU7-27P	snRNA	7	+	129655868	129655929
ENSG05220050823	ENSG05220050823	processed_pseudogene	7	+	123550456	123550828
ENSG05220050825	SLC13A1	protein_coding	7	-	124430320	124516731
ENSG05220059055	RPL35P4	processed_pseudogene	7	-	27405704	27406025
ENSG05220059056	RNU6-979P	snRNA	7	-	28255864	28255970
ENSG05220059057	ENSG05220059057	misc_RNA	7	+	27324824	27325002
ENSG05220059059	HOXA9	protein_coding	7	-	27298433	27311189
ENSG05220050826	ENSG05220050826	TEC	7	-	128671465	128676441
ENSG05220050827	WASL-DT	lncRNA	7	+	125065807	125067905
ENSG05220050828	ENSG05220050828	lncRNA	7	-	124386034	124420379
ENSG05220050829	ENSG05220050829	processed_pseudogene	7	+	129966506	129967259
ENSG05220050830	ENSG05220050830	processed_pseudogene	7	+	127822951	127824695
ENSG05220050831	ENSG05220050831	processed_pseudogene	7	-	129745209	129745500
ENSG05220050832	ENSG05220050832	processed_pseudogene	7	+	125798051	125798922
ENSG05220050833	Metazoa_SRP	misc_RNA	7	-	129795693	129795944
ENSG05220059060	ENSG05220059060	snoRNA	7	+	30050225	30050329
ENSG05220059061	ENSG05220059061	lncRNA	7	+	27753852	27763874
ENSG05220059062	HOXA5	protein_coding	7	-	27277027	27279657
ENSG05220059063	MIR550A1	miRNA	7	+	30427487	30427583
ENSG05220059064	PPIAP80	processed_pseudogene	7	-	28416570	28417059
ENSG05220050839	GRM8	protein_coding	7	-	127750296	128564766
ENSG05220059065	ENSG05220059065	misc_RNA	7	+	27342136	27342300
ENSG05220059066	HOXA13	protein_coding	7	-	27329510	27336079
ENSG05220059067	GARS1-DT	lncRNA	7	-	30654001	30732891
ENSG05220050853	LMOD2	protein_coding	7	+	124972622	124981048
ENSG05220050854	MIR129-1	miRNA	7	+	129519359	129519430
ENSG05220050855	ENSG05220050855	processed_pseudogene	7	-	126617886	126618260
ENSG05220050857	ENSG05220050857	lncRNA	7	+	124773391	124776618
ENSG05220050858	ENSG05220050858	lncRNA	7	+	125311344	125344378
ENSG05220050859	ENSG05220050859	processed_pseudogene	7	+	129963707	129964871
ENSG05220050860	HYAL6P	unitary_pseudogene	7	+	125130865	125145977
ENSG05220059068	ENSG05220059068	lncRNA	7	+	29259764	29265664
ENSG05220050864	NDUFA5	protein_coding	7	-	124853763	124874672
ENSG05220059069	MINDY4	protein_coding	7	+	30909066	31030035
ENSG05220059070	DPY19L2P3	transcribed_unprocessed_pseudogene	7	+	29788051	29880414
ENSG05220059071	ENSG05220059071	misc_RNA	7	+	27323827	27324029
ENSG05220059072	ENSG05220059072	misc_RNA	7	+	27321840	27322026
ENSG05220059073	ENSG05220059073	processed_pseudogene	7	-	30880090	30880477
ENSG05220059074	TAX1BP1	protein_coding	7	+	27875747	27982273
ENSG05220050866	EEF1GP1	processed_pseudogene	7	+	126350860	126352708
ENSG05220050867	ENSG05220050867	transcribed_unprocessed_pseudogene	7	+	129930386	129938435
ENSG05220050868	LRRC4	protein_coding	7	-	129338751	129343787
ENSG05220050871	ENSG05220050871	processed_pseudogene	7	-	129966227	129966556
ENSG05220050872	ENSG05220050872	processed_pseudogene	7	-	129882460	129882906
ENSG05220050873	ENSG05220050873	lncRNA	7	-	128956368	128963695
ENSG05220050876	SPAM1	protein_coding	7	+	125241955	125288129
ENSG05220059075	ENSG05220059075	lncRNA	7	+	30687900	30689252
ENSG05220059076	ENSG05220059076	lncRNA	7	+	28011537	28014300
ENSG05220059077	ENSG05220059077	lncRNA	7	+	29095190	29096868
ENSG05220059078	HOXA7	protein_coding	7	-	27289707	27293927
ENSG05220059080	ENSG05220059080	transcribed_processed_pseudogene	7	-	30660821	30662212
ENSG05220050879	ENSG05220050879	lncRNA	7	-	129836121	129843201
ENSG05220059081	ENSG05220059081	lncRNA	7	+	30663408	30671295
ENSG05220050880	GRM8-AS1	lncRNA	7	+	128526795	128541600
ENSG05220059082	ENSG05220059082	lncRNA	7	-	27346793	27348957
ENSG05220059083	ENSG05220059083	misc_RNA	7	+	27322174	27322271
ENSG05220059084	PSMC1P2	processed_pseudogene	7	+	27598118	27599321
ENSG05220059085	ENSG05220059085	TEC	7	+	27516881	27517525
ENSG05220059086	ENSG05220059086	lncRNA	7	+	27294335	27294967
ENSG05220050881	FEZF1	protein_coding	7	-	123617261	123626660
ENSG05220059087	ENSG05220059087	lncRNA	7	+	27497912	27546681
ENSG05220059088	NANOGP4	transcribed_processed_pseudogene	7	+	29350119	29351031
ENSG05220050882	SND1	protein_coding	7	+	128963877	129404275
ENSG05220050884	LEP	protein_coding	7	+	129552743	129569093
ENSG05220059089	GARS1	protein_coding	7	+	30718127	30771637
ENSG05220050885	METTL2B	protein_coding	7	+	129788514	129818408
ENSG05220050889	ENSG05220050889	processed_pseudogene	7	+	128292773	128293584
ENSG05220050890	RNU6-11P	snRNA	7	-	125107335	125107441
ENSG05220050891	ENSG05220050891	unprocessed_pseudogene	7	+	129845783	129928490
ENSG05220050892	ENSG05220050892	processed_pseudogene	7	-	129169517	129170153
ENSG05220050893	ENSG05220050893	lncRNA	7	-	125591400	125605583
ENSG05220050894	MIR593	miRNA	7	+	129393529	129393628
ENSG05220050895	ENSG05220050895	lncRNA	7	+	129979594	129980707
ENSG05220050897	POT1	protein_coding	7	-	126139780	126247387
ENSG05220059090	HNRNPA1P73	processed_pseudogene	7	-	27464939	27465866
ENSG05220059091	ZNRF2	protein_coding	7	+	30422290	30505386
ENSG05220059092	EIF4HP1	processed_pseudogene	7	-	27594515	27595201
ENSG05220059093	HOTTIP	lncRNA	7	+	27334581	27343254
ENSG05220059094	ENSG05220059094	misc_RNA	7	+	27336454	27336510
ENSG05220059095	HOXA-AS3	lncRNA	7	+	27265958	27291919
ENSG05220059096	TRIL	protein_coding	7	-	29090882	29095853
ENSG05220059097	MTURN	protein_coding	7	+	30272637	30300448
ENSG05220059098	JAZF1-AS1	lncRNA	7	+	28317703	28381268
ENSG05220059099	FKBP14	protein_coding	7	-	30148289	30164384
ENSG05220059100	ENSG05220059100	processed_pseudogene	7	-	28752539	28753330
ENSG05220050898	ENSG05220050898	lncRNA	7	-	126546958	126581670
ENSG05220050899	SSU72P8	protein_coding	7	+	125793889	125794473
ENSG05220050900	ENSG05220050900	lncRNA	7	+	128661811	128663206
ENSG05220050901	ENSG05220050901	lncRNA	7	+	127235119	127251081
ENSG05220050903	ENSG05220050903	transcribed_unprocessed_pseudogene	7	+	129778352	129780956
ENSG05220059101	GGCT	protein_coding	7	-	30634310	30642538
ENSG05220050906	TMEM229A	protein_coding	7	-	125347640	125349786
ENSG05220050907	ENSG05220050907	processed_pseudogene	7	+	123992589	123992820
ENSG05220050908	ENSG05220050908	processed_pseudogene	7	+	126662360	126662768
ENSG05220050910	WASL	protein_coding	7	-	124998697	125065742
ENSG05220050911	PPIAP93	processed_pseudogene	7	+	126663215	126663587
ENSG05220050912	LYPLA1P1	processed_pseudogene	7	-	124546885	124547506
ENSG05220050913	ENSG05220050913	processed_pseudogene	7	-	128180560	128182325
ENSG05220050914	SND1-IT1	lncRNA	7	+	129309277	129311757
ENSG05220059102	HOXA4	protein_coding	7	-	27264488	27266761
ENSG05220050916	RBM28	protein_coding	7	-	129609469	129655695
ENSG05220059103	ENSG05220059103	misc_RNA	7	+	27337833	27338208
ENSG05220059104	CPVL-AS1	lncRNA	7	+	29217794	29220036
ENSG05220059105	HIBADH	protein_coding	7	-	27661820	27799261
ENSG05220059106	HOXA10	protein_coding	7	-	27306601	27316270
ENSG05220050925	ASB15	protein_coding	7	+	124883776	124956264
ENSG05220059107	TMSB4XP3	processed_pseudogene	7	+	29763672	29763785
ENSG05220059108	ENSG05220059108	misc_RNA	7	+	27338289	27338625
ENSG05220059109	JAZF1	protein_coding	7	-	27968282	28318176
ENSG05220050926	TAS2R16	protein_coding	7	-	124311252	124312248
ENSG05220050927	PRRT4	protein_coding	7	-	129662082	129673437
ENSG05220059110	ENSG05220059110	lncRNA	7	+	29117492	29150884
ENSG05220050935	FSCN3	protein_coding	7	+	128903088	128913829
ENSG05220050936	RNU6-177P	snRNA	7	+	129939702	129939805
ENSG05220050937	ENSG05220050937	lncRNA	7	+	127807058	127843145
ENSG05220059111	CHN2	protein_coding	7	+	29284383	29652211
ENSG05220050938	RNU6-296P	snRNA	7	-	124774750	124774856
ENSG05220050939	ENSG05220050939	processed_pseudogene	7	+	124166317	124166923
ENSG05220050942	IQUB	protein_coding	7	-	124768955	124851843
ENSG05220050944	ENSG05220050944	TEC	7	-	126059672	126062372
ENSG05220050945	HILPDA	protein_coding	7	+	129767633	129770201
ENSG05220059112	ENSG05220059112	lncRNA	7	-	30314073	30316700
ENSG05220050949	IMPDH1	protein_coding	7	-	129704030	129722005
ENSG05220059113	SCRN1	protein_coding	7	-	30057800	30127994
ENSG05220059114	HOXA6	protein_coding	7	-	27281372	27286594
ENSG05220050953	C7orf77	lncRNA	7	-	126094645	126108038
ENSG05220050956	ENSG05220050956	lncRNA	7	-	125654121	125666601
ENSG05220059115	CRHR2	protein_coding	7	-	30789546	30837792
ENSG05220050958	GPR37	protein_coding	7	-	126061240	126083145
ENSG05220050959	MIR592	miRNA	7	-	128369839	128369935
ENSG05220050960	RNF133	protein_coding	7	-	124013735	124015117
ENSG05220050961	ENSG05220050961	lncRNA	7	-	129575986	129576349
ENSG05220050962	HYAL4	protein_coding	7	+	125145708	125194214
ENSG05220059116	ENSG05220059116	lncRNA	7	-	29329392	29331919
ENSG05220059117	ENSG05220059117	misc_RNA	7	+	27321441	27321538
ENSG05220050967	ARF5	protein_coding	7	+	128900065	128903379
ENSG05220059118	AQP1	protein_coding	7	+	31049501	31063164
ENSG05220050969	ENSG05220050969	processed_pseudogene	7	+	125248847	125249174
ENSG05220050970	ENSG05220050970	lncRNA	7	+	127845446	127849076
ENSG05220059119	TAX1BP1-AS1	lncRNA	7	-	27869480	27876811
ENSG05220059120	HOXA10-AS	lncRNA	7	+	27304616	27307924
ENSG05220050972	ZNF800	protein_coding	7	-	128658474	128743597
ENSG05220059121	ENSG05220059121	lncRNA	7	+	30295217	30297220
ENSG05220059058	INMT	protein_coding	7	+	30835567	30895267
ENSG05220050974	LINC02830	lncRNA	7	-	126468695	126470980
ENSG05220059079	ENSG05220059079	lncRNA	7	+	30278551	30279098
ENSG05220050975	FEZF1-AS1	lncRNA	7	+	123619627	123626089
ENSG05220050976	CICP14	processed_pseudogene	7	-	129968503	129971332
ENSG05220050977	RNU6-102P	snRNA	7	+	125965081	125965184
ENSG05220050978	POT1-AS1	lncRNA	7	+	126247277	126800286
ENSG05220050982	ENSG05220050982	processed_pseudogene	7	-	126477343	126477916
ENSG05220050983	ENSG05220050983	lncRNA	7	+	127696206	127735867
ENSG05220050985	PAX4	protein_coding	7	-	128921978	128929835
ENSG05220050987	ENSG05220050987	lncRNA	7	+	128788555	128797460
ENSG05220050878	ENSG05220050878	processed_pseudogene	7	-	129981638	129982125
ENSG05220051751	Y_RNA	misc_RNA	7	-	36478931	36479042
ENSG05220051755	ENSG05220051755	processed_pseudogene	7	+	33091021	33091251
ENSG05220051756	ENSG05220051756	lncRNA	7	-	34008230	34013961
ENSG05220051758	ENSG05220051758	lncRNA	7	-	33933213	33943235
ENSG05220051759	ENSG05220051759	snoRNA	7	+	32931401	32931533
ENSG05220051760	TBX20	protein_coding	7	-	35343508	35395177
ENSG05220051761	ENSG05220051761	processed_pseudogene	7	+	33519881	33520803
ENSG05220051762	DPY19L1P2	unprocessed_pseudogene	7	+	32952356	32978172
ENSG05220051763	ANLN	protein_coding	7	+	36531089	36594288
ENSG05220051764	DPY19L1P1	unprocessed_pseudogene	7	-	32720336	32901379
ENSG05220051765	RPS29P14	processed_pseudogene	7	-	33175816	33175986
ENSG05220051766	ENSG05220051766	lncRNA	7	+	32567176	32571079
ENSG05220051767	ENSG05220051767	lncRNA	7	+	36891066	36903381
ENSG05220051768	ENSG05220051768	lncRNA	7	+	36205693	36207657
ENSG05220051769	ENSG05220051769	processed_pseudogene	7	-	35909124	35909642
ENSG05220051770	ITPRID1	protein_coding	7	+	31651809	31797007
ENSG05220051774	HERPUD2-AS1	lncRNA	7	+	35836198	35840408
ENSG05220051777	ELMO1	protein_coding	7	-	36993255	37589651
ENSG05220051794	MIR548N	miRNA	7	-	35081437	35081511
ENSG05220051795	RNU6-1085P	snRNA	7	-	36071105	36071211
ENSG05220051796	ENSG05220051796	lncRNA	7	-	35399458	35400806
ENSG05220051797	ENSG05220051797	lncRNA	7	-	35637005	35651254
ENSG05220051798	ENSG05220051798	processed_pseudogene	7	+	31468386	31468571
ENSG05220051799	ENSG05220051799	lncRNA	7	+	36921309	36923089
ENSG05220051800	SEPTIN7	protein_coding	7	+	35941933	36048077
ENSG05220051801	ENSG05220051801	lncRNA	7	+	36603524	36644837
ENSG05220051802	AVL9	protein_coding	7	+	32634591	32728104
ENSG05220051804	GHRHR	protein_coding	7	+	31076314	31130898
ENSG05220051807	ENSG05220051807	lncRNA	7	-	34264818	34267996
ENSG05220051808	NPM1P18	processed_pseudogene	7	+	36959278	36960009
ENSG05220051810	BBS9	protein_coding	7	+	33249129	34016910
ENSG05220051811	NPSR1-AS1	lncRNA	7	-	34486345	35012255
ENSG05220051812	ENSG05220051812	lncRNA	7	-	36117566	36169151
ENSG05220051813	RNA5SP229	rRNA_pseudogene	7	+	33317633	33317731
ENSG05220051814	ENSG05220051814	lncRNA	7	+	36142295	36196411
ENSG05220051816	LSM5	protein_coding	7	-	32624513	32634448
ENSG05220051818	PDE1C	protein_coding	7	-	31889483	32567406
ENSG05220051823	ENSG05220051823	lncRNA	7	+	31340510	31373327
ENSG05220051824	ENSG05220051824	lncRNA	7	-	35513384	35520710
ENSG05220051825	SEPTIN7-DT	lncRNA	7	-	35892854	35941677
ENSG05220051826	KIAA0895	protein_coding	7	-	36465400	36531393
ENSG05220051828	ENSG05220051828	lncRNA	7	+	36979304	36981705
ENSG05220051829	ENSG05220051829	lncRNA	7	-	36370594	36372403
ENSG05220051830	SEPTIN7P3	unprocessed_pseudogene	7	+	36087264	36113556
ENSG05220051831	RP9P	transcribed_unprocessed_pseudogene	7	-	33056429	33082778
ENSG05220051832	ENSG05220051832	lncRNA	7	-	35755564	35763895
ENSG05220051833	ENSG05220051833	processed_pseudogene	7	-	35988011	35988399
ENSG05220051834	ADCYAP1R1	protein_coding	7	+	31189955	31249118
ENSG05220051836	NT5C3A	protein_coding	7	-	33153732	33202397
ENSG05220051837	ENSG05220051837	processed_pseudogene	7	+	36446892	36447165
ENSG05220051838	ZNRF2P1	transcribed_processed_pseudogene	7	+	32868189	32893338
ENSG05220051839	RN7SL132P	misc_RNA	7	+	34893230	34893525
ENSG05220051840	ENSG05220051840	lncRNA	7	+	35177509	35266086
ENSG05220051841	ENSG05220051841	processed_pseudogene	7	-	31256922	31257210
ENSG05220051843	BMPER	protein_coding	7	+	34044049	34296293
ENSG05220051844	NEUROD6	protein_coding	7	-	31475149	31478410
ENSG05220051845	NCAPD2P1	processed_pseudogene	7	-	34890059	34891859
ENSG05220051846	RNU6-388P	snRNA	7	-	33141557	33141661
ENSG05220051847	SLC25A5P5	processed_pseudogene	7	+	32610706	32611602
ENSG05220051848	ENSG05220051848	unprocessed_pseudogene	7	+	36074835	36075516
ENSG05220051849	NPSR1	protein_coding	7	+	34798021	35019005
ENSG05220051852	SNX2P2	processed_pseudogene	7	+	32080187	32080509
ENSG05220051853	PPP1R17	protein_coding	7	+	31825496	31846751
ENSG05220051854	MARK2P13	processed_pseudogene	7	-	36250004	36251851
ENSG05220051855	DPY19L2P1	transcribed_unprocessed_pseudogene	7	-	35221063	35327113
ENSG05220051857	ENSG05220051857	lncRNA	7	+	36236237	36241641
ENSG05220051860	ENSG05220051860	lncRNA	7	+	32898478	32898949
ENSG05220051861	ENSG05220051861	processed_pseudogene	7	-	32596161	32596956
ENSG05220051862	ENSG05220051862	lncRNA	7	+	34349338	34438836
ENSG05220051863	AOAH	protein_coding	7	-	36653265	36864924
ENSG05220051864	ENSG05220051864	lncRNA	7	-	31551855	31559000
ENSG05220051865	RPL7P31	processed_pseudogene	7	+	34850559	34851282
ENSG05220051866	ENSG05220051866	lncRNA	7	+	35856026	35875921
ENSG05220051867	ENSG05220051867	lncRNA	7	+	36461023	36461727
ENSG05220051868	FKBP9	protein_coding	7	+	33096998	33146536
ENSG05220051870	ENSG05220051870	lncRNA	7	+	36220067	36226721
ENSG05220051871	ENSG05220051871	snoRNA	7	+	35033094	35033226
ENSG05220051872	ENSG05220051872	lncRNA	7	+	35454910	35518106
ENSG05220051874	RNU6-438P	snRNA	7	-	34437320	34437422
ENSG05220051877	DPY19L1	protein_coding	7	-	35069553	35178944
ENSG05220051880	S100A11P2	processed_pseudogene	7	+	35310296	35310607
ENSG05220051881	KBTBD2	protein_coding	7	-	33007774	33033750
ENSG05220051882	ENSG05220051882	lncRNA	7	+	33865747	33868222
ENSG05220051883	ENSG05220051883	lncRNA	7	-	36874378	36874912
ENSG05220051884	RN7SL505P	misc_RNA	7	-	33185410	33185702
ENSG05220051885	ENSG05220051885	lncRNA	7	-	33870057	33871829
ENSG05220051886	ENSG05220051886	processed_pseudogene	7	-	33268547	33268702
ENSG05220051887	ENSG05220051887	processed_pseudogene	7	-	33416745	33417002
ENSG05220051888	ENSG05220051888	unprocessed_pseudogene	7	+	32927923	32928031
ENSG05220051889	EEPD1	protein_coding	7	+	36294234	36442799
ENSG05220051890	ENSG05220051890	lncRNA	7	+	32984996	32985663
ENSG05220051891	LINC00997	lncRNA	7	+	32899871	32902516
ENSG05220051892	ENSG05220051892	processed_pseudogene	7	-	36369935	36370198
ENSG05220051893	MIR550A2	miRNA	7	+	32872574	32872670
ENSG05220051894	PPP1R14BP4	processed_pseudogene	7	-	36112116	36112536
ENSG05220051895	ENSG05220051895	processed_pseudogene	7	+	36287821	36289003
ENSG05220051896	HERPUD2	protein_coding	7	-	35773637	35838443
ENSG05220051897	AOAH-IT1	lncRNA	7	-	36738206	36740492
ENSG05220051898	MIR550B2	miRNA	7	-	32872574	32872670
ENSG05220051899	RP9	protein_coding	7	-	33234370	33248977
ENSG05220040149	NCF1C	unprocessed_pseudogene	7	-	76360592	76375995
ENSG05220040151	GTF2IRD1	protein_coding	7	+	75656068	75804905
ENSG05220040159	ENSG05220040159	transcribed_unprocessed_pseudogene	7	+	74265624	74277413
ENSG05220040162	Y_RNA	misc_RNA	7	-	76800357	76800458
ENSG05220040163	ENSG05220040163	lncRNA	7	+	75189134	75191909
ENSG05220040170	RFC2	protein_coding	7	-	75433793	75456752
ENSG05220040173	ENSG05220040173	transcribed_unprocessed_pseudogene	7	-	76679229	76682708
ENSG05220040175	FDPSP7	processed_pseudogene	7	-	78247094	78248147
ENSG05220040176	PPIAP81	processed_pseudogene	7	+	77649262	77649607
ENSG05220040177	ENSG05220040177	lncRNA	7	+	76436840	76437836
ENSG05220040179	CCL24	protein_coding	7	-	77097889	77110461
ENSG05220040191	ELN	protein_coding	7	+	75230925	75273042
ENSG05220040203	ENSG05220040203	lncRNA	7	+	76429311	76438222
ENSG05220040207	CLIP2	protein_coding	7	+	75491680	75608201
ENSG05220040208	POM121C	protein_coding	7	-	76704066	76773584
ENSG05220040210	ENSG05220040210	lncRNA	7	+	78181388	78198102
ENSG05220040211	NSUN5P1	transcribed_unprocessed_pseudogene	7	+	76697606	76704067
ENSG05220040213	ENSG05220040213	processed_pseudogene	7	-	76441212	76441324
ENSG05220040214	SPDYE13	protein_coding	7	-	74306509	74312376
ENSG05220040215	SPDYE13	protein_coding	7	+	76484317	76490207
ENSG05220040217	PHBP15	processed_pseudogene	7	-	75943749	75944413
ENSG05220040218	CCL26	protein_coding	7	-	77056605	77076944
ENSG05220040219	RCC1L	protein_coding	7	-	76229383	76278217
ENSG05220040221	SPDYE14	protein_coding	7	-	74278412	74284293
ENSG05220040222	SPDYE14	protein_coding	7	+	76512346	76518231
ENSG05220040223	SRRM3	protein_coding	7	+	77489369	77574761
ENSG05220040225	LIMK1	protein_coding	7	+	75286066	75325667
ENSG05220040236	MIR4651	miRNA	7	+	77202815	77202887
ENSG05220040241	SPDYE16	protein_coding	7	-	77810555	77820700
ENSG05220040244	PHBP6	processed_pseudogene	7	+	76407788	76408573
ENSG05220040245	Y_RNA	misc_RNA	7	+	74267325	74267426
ENSG05220061779	Y_RNA	misc_RNA	7	-	76585161	76585262
ENSG05220040248	SPDYE5	protein_coding	7	+	76780967	76791636
ENSG05220040252	LAT2	protein_coding	7	+	75401652	75432128
ENSG05220040260	Y_RNA	misc_RNA	7	+	76098121	76098222
ENSG05220040263	GTF2I	protein_coding	7	+	75852516	75962983
ENSG05220062036	Y_RNA	misc_RNA	7	+	74239365	74239466
ENSG05220061813	Y_RNA	misc_RNA	7	-	76641129	76641230
ENSG05220040270	ENSG05220040270	lncRNA	7	-	78251575	78255852
ENSG05220040271	GTF2IRD2B	protein_coding	7	+	76296516	76353770
ENSG05220040274	HSPB1	protein_coding	7	+	77590142	77591764
ENSG05220040279	STAG3L2	transcribed_unprocessed_pseudogene	7	-	76046062	76092915
ENSG05220040284	NCF1	protein_coding	7	+	75976255	75991692
ENSG05220040302	MDH2	protein_coding	7	+	77335587	77355027
ENSG05220040305	TMEM270	protein_coding	7	+	75062103	75066837
ENSG05220040318	POR	protein_coding	7	+	77186332	77274511
ENSG05220040336	ENSG05220040336	lncRNA	7	-	78097266	78181949
ENSG05220040337	MIR590	miRNA	7	+	75393197	75393293
ENSG05220040338	STAG3L1	transcribed_unprocessed_pseudogene	7	+	76646444	76682657
ENSG05220040342	PMS2P3	transcribed_unprocessed_pseudogene	7	-	76795078	76815487
ENSG05220040346	SSC4D	protein_coding	7	-	77676963	77697378
ENSG05220040347	PMS2P5	unprocessed_pseudogene	7	+	76096421	76100140
ENSG05220040348	PMS2P10	transcribed_unprocessed_pseudogene	7	+	74293709	74305510
ENSG05220040349	PMS2P10	transcribed_unprocessed_pseudogene	7	-	76491206	76502937
ENSG05220040351	TRIM73	protein_coding	7	+	76682337	76698280
ENSG05220040359	GTF2IRD2	protein_coding	7	-	75998467	76053913
ENSG05220040363	ZP3	protein_coding	7	+	77685183	77730458
ENSG05220040366	ENSG05220040366	lncRNA	7	-	75891143	75931287
ENSG05220040372	STYXL1	protein_coding	7	-	77283905	77335540
ENSG05220040382	CASTOR2	protein_coding	7	+	76167039	76233789
ENSG05220040383	ENSG05220040383	processed_pseudogene	7	+	77122769	77123247
ENSG05220040384	FDPSP2	processed_pseudogene	7	-	77758644	77759540
ENSG05220040386	ENSG05220040386	transcribed_unprocessed_pseudogene	7	-	76761974	76773393
ENSG05220040387	ENSG05220040387	TEC	7	-	75835795	75836169
ENSG05220040389	ENSG05220040389	TEC	7	-	77331546	77333532
ENSG05220040407	TMEM120A	protein_coding	7	-	77274487	77282223
ENSG05220040415	GTF2IP7	transcribed_unprocessed_pseudogene	7	-	77377914	77396255
ENSG05220040417	ENSG05220040417	processed_pseudogene	7	-	77929294	77929790
ENSG05220040418	GTF2IP1	transcribed_unprocessed_pseudogene	7	-	76389250	76441615
ENSG05220040424	POMZP3	protein_coding	7	-	77889199	77906201
ENSG05220040426	YWHAG	protein_coding	7	-	77614271	77646485
ENSG05220040427	SPDYE15	protein_coding	7	-	74250328	74256206
ENSG05220040428	SPDYE15	protein_coding	7	+	76596369	76630241
ENSG05220040429	SNORA14A	snoRNA	7	+	77231393	77231527
ENSG05220040430	ENSG05220040430	transcribed_unprocessed_pseudogene	7	-	77395910	77419663
ENSG05220040431	ENSG05220040431	lncRNA	7	-	75483021	75491559
ENSG05220040432	ENSG05220040432	TEC	7	-	76912409	76914285
ENSG05220040433	RPL7L1P3	processed_pseudogene	7	+	77210373	77211061
ENSG05220040434	PMS2P2	translated_unprocessed_pseudogene	7	+	74233778	74249329
ENSG05220040435	PMS2P2	translated_unprocessed_pseudogene	7	-	76631240	76646816
ENSG05220040436	RNU6-863P	snRNA	7	+	77374959	77375062
ENSG05220040438	METTL27	protein_coding	7	-	75035482	75043363
ENSG05220040439	Y_RNA	misc_RNA	7	+	76668915	76669016
ENSG05220040441	ENSG05220040441	processed_pseudogene	7	-	77400502	77400876
ENSG05220040444	HIP1	protein_coding	7	-	76820630	77026045
ENSG05220040451	DTX2	protein_coding	7	+	77750163	77797423
ENSG05220040458	Y_RNA	misc_RNA	7	+	74295410	74295511
